DATETIME,TIME,LON,LAT,PCO2_ORIGINAL
"""29-JAN-2019""",14250,81,5.26743,407.79
"""29-JAN-2019""",14250,81.0833,5.26743,408.706
"""29-JAN-2019""",14250,81.1667,5.26743,409.656
"""29-JAN-2019""",14250,81.25,5.26743,410.417
"""29-JAN-2019""",14250,81.3333,5.26743,411.237
"""29-JAN-2019""",14250,81.4167,5.26743,412.399
"""29-JAN-2019""",14250,81.5,5.26743,413.401
"""29-JAN-2019""",14250,81.5833,5.26743,414.087
"""29-JAN-2019""",14250,81.6667,5.26743,414.18
"""29-JAN-2019""",14250,81.75,5.26743,414.268
"""29-JAN-2019""",14250,81.8333,5.26743,414.004
"""29-JAN-2019""",14250,81.9167,5.26743,413.93
"""29-JAN-2019""",14250,82,5.26743,413.349
"""29-JAN-2019""",14250,82.0833,5.26743,413.13
"""29-JAN-2019""",14250,82.1667,5.26743,412.808
"""29-JAN-2019""",14250,82.25,5.26743,412.244
"""29-JAN-2019""",14250,82.3333,5.26743,412.517
"""29-JAN-2019""",14250,82.4167,5.26743,412.659
"""29-JAN-2019""",14250,82.5,5.26743,413.388
"""29-JAN-2019""",14250,82.5833,5.26743,413.572
"""29-JAN-2019""",14250,82.6667,5.26743,413.549
"""29-JAN-2019""",14250,82.75,5.26743,413.922
"""29-JAN-2019""",14250,82.8333,5.26743,413.882
"""29-JAN-2019""",14250,82.9167,5.26743,414.508
"""29-JAN-2019""",14250,83,5.26743,414.449
"""29-JAN-2019""",14250,83.0833,5.26743,415.052
"""29-JAN-2019""",14250,83.1667,5.26743,415.429
"""29-JAN-2019""",14250,83.25,5.26743,415.798
"""29-JAN-2019""",14250,83.3333,5.26743,415.782
"""29-JAN-2019""",14250,83.4167,5.26743,416.229
"""29-JAN-2019""",14250,83.5,5.26743,415.827
"""29-JAN-2019""",14250,83.5833,5.26743,415.733
"""29-JAN-2019""",14250,83.6667,5.26743,415.373
"""29-JAN-2019""",14250,83.75,5.26743,415.488
"""29-JAN-2019""",14250,83.8333,5.26743,415.281
"""29-JAN-2019""",14250,83.9167,5.26743,415.355
"""29-JAN-2019""",14250,84,5.26743,414.965
"""29-JAN-2019""",14250,84.0833,5.26743,415.128
"""29-JAN-2019""",14250,84.1667,5.26743,415.039
"""29-JAN-2019""",14250,84.25,5.26743,415.381
"""29-JAN-2019""",14250,84.3333,5.26743,415.101
"""29-JAN-2019""",14250,84.4167,5.26743,415.217
"""29-JAN-2019""",14250,84.5,5.26743,414.643
"""29-JAN-2019""",14250,84.5833,5.26743,414.596
"""29-JAN-2019""",14250,84.6667,5.26743,414.085
"""29-JAN-2019""",14250,84.75,5.26743,414.181
"""29-JAN-2019""",14250,84.8333,5.26743,413.934
"""29-JAN-2019""",14250,84.9167,5.26743,413.687
"""29-JAN-2019""",14250,85,5.26743,413.649
"""29-JAN-2019""",14250,85.0833,5.26743,413.687
"""29-JAN-2019""",14250,85.1667,5.26743,413.611
"""29-JAN-2019""",14250,85.25,5.26743,413.4
"""29-JAN-2019""",14250,85.3333,5.26743,413.411
"""29-JAN-2019""",14250,85.4167,5.26743,413.205
"""29-JAN-2019""",14250,85.5,5.26743,413.384
"""29-JAN-2019""",14250,85.5833,5.26743,413.271
"""29-JAN-2019""",14250,85.6667,5.26743,413.111
"""29-JAN-2019""",14250,85.75,5.26743,412.889
"""29-JAN-2019""",14250,85.8333,5.26743,412.396
"""29-JAN-2019""",14250,85.9167,5.26743,412.324
"""29-JAN-2019""",14250,86,5.26743,411.887
"""29-JAN-2019""",14250,86.0833,5.26743,412.266
"""29-JAN-2019""",14250,86.1667,5.26743,412.322
"""29-JAN-2019""",14250,86.25,5.26743,412.897
"""29-JAN-2019""",14250,86.3333,5.26743,413.261
"""29-JAN-2019""",14250,86.4167,5.26743,413.585
"""29-JAN-2019""",14250,86.5,5.26743,414.235
"""29-JAN-2019""",14250,86.5833,5.26743,414.623
"""29-JAN-2019""",14250,86.6667,5.26743,414.667
"""29-JAN-2019""",14250,86.75,5.26743,414.473
"""29-JAN-2019""",14250,86.8333,5.26743,413.759
"""29-JAN-2019""",14250,86.9167,5.26743,413.482
"""29-JAN-2019""",14250,87,5.26743,413.142
"""29-JAN-2019""",14250,87.0833,5.26743,413.446
"""29-JAN-2019""",14250,87.1667,5.26743,413.356
"""29-JAN-2019""",14250,87.25,5.26743,413.476
"""29-JAN-2019""",14250,87.3333,5.26743,413.722
"""29-JAN-2019""",14250,87.4167,5.26743,413.881
"""29-JAN-2019""",14250,87.5,5.26743,413.816
"""29-JAN-2019""",14250,87.5833,5.26743,414.205
"""29-JAN-2019""",14250,87.6667,5.26743,414.361
"""29-JAN-2019""",14250,87.75,5.26743,414.442
"""29-JAN-2019""",14250,87.8333,5.26743,414.394
"""29-JAN-2019""",14250,87.9167,5.26743,414.043
"""29-JAN-2019""",14250,88,5.26743,413.508
"""29-JAN-2019""",14250,88.0833,5.26743,412.995
"""29-JAN-2019""",14250,88.1667,5.26743,412.413
"""29-JAN-2019""",14250,88.25,5.26743,412.071
"""29-JAN-2019""",14250,88.3333,5.26743,411.355
"""29-JAN-2019""",14250,88.4167,5.26743,410.722
"""29-JAN-2019""",14250,88.5,5.26743,410.482
"""29-JAN-2019""",14250,88.5833,5.26743,411.451
"""29-JAN-2019""",14250,88.6667,5.26743,410.15
"""29-JAN-2019""",14250,88.75,5.26743,409.612
"""29-JAN-2019""",14250,88.8333,5.26743,409.979
"""29-JAN-2019""",14250,88.9167,5.26743,408.829
"""29-JAN-2019""",14250,89,5.26743,408.858
"""29-JAN-2019""",14250,89.0833,5.26743,407.81
"""29-JAN-2019""",14250,89.1667,5.26743,408.345
"""29-JAN-2019""",14250,89.25,5.26743,407.623
"""29-JAN-2019""",14250,89.3333,5.26743,408.434
