DATETIME,TIME,LON,LAT,MLD
28-Feb-19,14280,71.0833,5.26743,54.2463
28-Feb-19,14280,71.1667,5.26743,53.8417
28-Feb-19,14280,71.25,5.26743,53.4793
28-Feb-19,14280,71.3333,5.26743,53.1307
28-Feb-19,14280,71.4167,5.26743,52.9647
28-Feb-19,14280,71.5,5.26743,52.7809
28-Feb-19,14280,71.5833,5.26743,52.6836
28-Feb-19,14280,71.6667,5.26743,52.5461
28-Feb-19,14280,71.75,5.26743,52.1813
28-Feb-19,14280,71.8333,5.26743,52.0008
28-Feb-19,14280,71.9167,5.26743,51.9388
28-Feb-19,14280,72,5.26743,51.9465
28-Feb-19,14280,72.0833,5.26743,51.946
28-Feb-19,14280,72.1667,5.26743,51.8763
28-Feb-19,14280,72.25,5.26743,51.6279
28-Feb-19,14280,72.3333,5.26743,51.6605
28-Feb-19,14280,72.4167,5.26743,51.7816
28-Feb-19,14280,72.5,5.26743,51.9479
28-Feb-19,14280,72.5833,5.26743,52.3341
28-Feb-19,14280,72.6667,5.26743,52.6541
28-Feb-19,14280,72.75,5.26743,53.007
28-Feb-19,14280,72.8333,5.26743,52.5984
28-Feb-19,14280,72.9167,5.26743,-1.00E+34
28-Feb-19,14280,73,5.26743,-1.00E+34
28-Feb-19,14280,73.0833,5.26743,48.6163
28-Feb-19,14280,73.1667,5.26743,50.6645
28-Feb-19,14280,73.25,5.26743,50.8005
28-Feb-19,14280,73.3333,5.26743,51.8533
28-Feb-19,14280,73.4167,5.26743,52.2246
28-Feb-19,14280,73.5,5.26743,52.2603
28-Feb-19,14280,73.5833,5.26743,52.5019
28-Feb-19,14280,73.6667,5.26743,52.588
28-Feb-19,14280,73.75,5.26743,52.8383
28-Feb-19,14280,73.8333,5.26743,52.9549
28-Feb-19,14280,73.9167,5.26743,52.929
28-Feb-19,14280,74,5.26743,52.753
28-Feb-19,14280,74.0833,5.26743,52.6902
28-Feb-19,14280,74.1667,5.26743,52.3545
28-Feb-19,14280,74.25,5.26743,52.1397
28-Feb-19,14280,74.3333,5.26743,51.8301
28-Feb-19,14280,74.4167,5.26743,51.3844
28-Feb-19,14280,74.5,5.26743,51.0424
28-Feb-19,14280,74.5833,5.26743,50.7026
28-Feb-19,14280,74.6667,5.26743,50.2799
28-Feb-19,14280,74.75,5.26743,49.7746
28-Feb-19,14280,74.8333,5.26743,49.0143
28-Feb-19,14280,74.9167,5.26743,48.3939
28-Feb-19,14280,75,5.26743,47.949
28-Feb-19,14280,75.0833,5.26743,47.7914
28-Feb-19,14280,75.1667,5.26743,47.5819
28-Feb-19,14280,75.25,5.26743,47.24
28-Feb-19,14280,75.3333,5.26743,47.0418
28-Feb-19,14280,75.4167,5.26743,46.9032
28-Feb-19,14280,75.5,5.26743,46.9257
28-Feb-19,14280,75.5833,5.26743,46.8337
28-Feb-19,14280,75.6667,5.26743,46.9845
28-Feb-19,14280,75.75,5.26743,47.1566
28-Feb-19,14280,75.8333,5.26743,47.1688
28-Feb-19,14280,75.9167,5.26743,47.2792
28-Feb-19,14280,76,5.26743,47.1645
28-Feb-19,14280,76.0833,5.26743,47.2271
28-Feb-19,14280,76.1667,5.26743,47.0191
28-Feb-19,14280,76.25,5.26743,47.0138
28-Feb-19,14280,76.3333,5.26743,47.0547
28-Feb-19,14280,76.4167,5.26743,46.9384
28-Feb-19,14280,76.5,5.26743,47.2025
28-Feb-19,14280,76.5833,5.26743,47.5143
28-Feb-19,14280,76.6667,5.26743,47.6046
28-Feb-19,14280,76.75,5.26743,48.0493
28-Feb-19,14280,76.8333,5.26743,48.3032
28-Feb-19,14280,76.9167,5.26743,48.6862
28-Feb-19,14280,77,5.26743,49.0319
28-Feb-19,14280,77.0833,5.26743,49.0525
28-Feb-19,14280,77.1667,5.26743,49.1406
28-Feb-19,14280,77.25,5.26743,49.2524
28-Feb-19,14280,77.3333,5.26743,49.2272
28-Feb-19,14280,77.4167,5.26743,49.3985
28-Feb-19,14280,77.5,5.26743,49.5232
28-Feb-19,14280,77.5833,5.26743,49.7774
28-Feb-19,14280,77.6667,5.26743,49.9623
28-Feb-19,14280,77.75,5.26743,50.0487
28-Feb-19,14280,77.8333,5.26743,50.0897
28-Feb-19,14280,77.9167,5.26743,50.0892
28-Feb-19,14280,78,5.26743,50.1029
28-Feb-19,14280,78.0833,5.26743,50.3016
28-Feb-19,14280,78.1667,5.26743,50.5264
28-Feb-19,14280,78.25,5.26743,50.5863
28-Feb-19,14280,78.3333,5.26743,50.6161
28-Feb-19,14280,78.4167,5.26743,50.5371
28-Feb-19,14280,78.5,5.26743,50.3653
28-Feb-19,14280,78.5833,5.26743,50.1728
28-Feb-19,14280,78.6667,5.26743,50.0131
28-Feb-19,14280,78.75,5.26743,50.0101
28-Feb-19,14280,78.8333,5.26743,49.7101
28-Feb-19,14280,78.9167,5.26743,49.4197
28-Feb-19,14280,79,5.26743,49.2086
28-Feb-19,14280,79.0833,5.26743,49.1362
28-Feb-19,14280,79.1667,5.26743,48.935
28-Feb-19,14280,79.25,5.26743,48.518
28-Feb-19,14280,79.3333,5.26743,48.1498
28-Feb-19,14280,79.4167,5.26743,47.7952
28-Feb-19,14280,79.5,5.26743,47.3898
28-Feb-19,14280,79.5833,5.26743,47.219
28-Feb-19,14280,79.6667,5.26743,46.9077
28-Feb-19,14280,79.75,5.26743,46.7419
28-Feb-19,14280,79.8333,5.26743,46.5751
28-Feb-19,14280,79.9167,5.26743,46.6867
28-Feb-19,14280,80,5.26743,46.6566
28-Feb-19,14280,80.0833,5.26743,46.7392
28-Feb-19,14280,80.1667,5.26743,46.6681
28-Feb-19,14280,80.25,5.26743,46.8482
28-Feb-19,14280,80.3333,5.26743,46.5315
28-Feb-19,14280,80.4167,5.26743,46.1012
28-Feb-19,14280,80.5,5.26743,45.727
28-Feb-19,14280,80.5833,5.26743,45.4312
28-Feb-19,14280,80.6667,5.26743,45.0833
28-Feb-19,14280,80.75,5.26743,45.1859
28-Feb-19,14280,80.8333,5.26743,44.8103
28-Feb-19,14280,80.9167,5.26743,44.6282
28-Feb-19,14280,81,5.26743,44.1564
28-Feb-19,14280,81.0833,5.26743,43.9683
28-Feb-19,14280,81.1667,5.26743,43.3801
28-Feb-19,14280,81.25,5.26743,43.5035
28-Feb-19,14280,81.3333,5.26743,43.0886
28-Feb-19,14280,81.4167,5.26743,43.1387
28-Feb-19,14280,81.5,5.26743,42.7259
28-Feb-19,14280,81.5833,5.26743,42.6287
28-Feb-19,14280,81.6667,5.26743,42.1691
28-Feb-19,14280,81.75,5.26743,41.9443
28-Feb-19,14280,81.8333,5.26743,41.4503
28-Feb-19,14280,81.9167,5.26743,41.3601
28-Feb-19,14280,82,5.26743,41.0151
28-Feb-19,14280,82.0833,5.26743,40.9239
28-Feb-19,14280,82.1667,5.26743,40.7228
28-Feb-19,14280,82.25,5.26743,40.5159
28-Feb-19,14280,82.3333,5.26743,40.2587
28-Feb-19,14280,82.4167,5.26743,40.1115
28-Feb-19,14280,82.5,5.26743,39.8281
28-Feb-19,14280,82.5833,5.26743,39.4437
28-Feb-19,14280,82.6667,5.26743,39.201
28-Feb-19,14280,82.75,5.26743,38.8183
28-Feb-19,14280,82.8333,5.26743,38.8381
28-Feb-19,14280,82.9167,5.26743,38.6714
28-Feb-19,14280,83,5.26743,38.6662
28-Feb-19,14280,83.0833,5.26743,38.5159
28-Feb-19,14280,83.1667,5.26743,38.5506
28-Feb-19,14280,83.25,5.26743,38.4292
28-Feb-19,14280,83.3333,5.26743,38.4226
28-Feb-19,14280,83.4167,5.26743,38.0974
28-Feb-19,14280,83.5,5.26743,38.2878
28-Feb-19,14280,83.5833,5.26743,38.0898
28-Feb-19,14280,83.6667,5.26743,38.2605
28-Feb-19,14280,83.75,5.26743,37.6605
28-Feb-19,14280,83.8333,5.26743,37.7739
28-Feb-19,14280,83.9167,5.26743,37.2817
28-Feb-19,14280,84,5.26743,37.3574
28-Feb-19,14280,84.0833,5.26743,37.0497
28-Feb-19,14280,84.1667,5.26743,37.0879
28-Feb-19,14280,84.25,5.26743,36.9088
28-Feb-19,14280,84.3333,5.26743,36.8636
28-Feb-19,14280,84.4167,5.26743,36.7994
28-Feb-19,14280,84.5,5.26743,36.5225
28-Feb-19,14280,84.5833,5.26743,36.6195
28-Feb-19,14280,84.6667,5.26743,36.3777
28-Feb-19,14280,84.75,5.26743,36.435
28-Feb-19,14280,84.8333,5.26743,36.3682
28-Feb-19,14280,84.9167,5.26743,36.4141
28-Feb-19,14280,85,5.26743,36.4748
28-Feb-19,14280,85.0833,5.26743,36.4204
28-Feb-19,14280,85.1667,5.26743,36.55
28-Feb-19,14280,85.25,5.26743,36.6324
28-Feb-19,14280,85.3333,5.26743,36.8923
28-Feb-19,14280,85.4167,5.26743,36.7242
28-Feb-19,14280,85.5,5.26743,37.0505
28-Feb-19,14280,85.5833,5.26743,36.9689
28-Feb-19,14280,85.6667,5.26743,37.2113
28-Feb-19,14280,85.75,5.26743,37.2694
28-Feb-19,14280,85.8333,5.26743,37.3527
28-Feb-19,14280,85.9167,5.26743,37.2979
28-Feb-19,14280,86,5.26743,37.3173
28-Feb-19,14280,86.0833,5.26743,37.3238
28-Feb-19,14280,86.1667,5.26743,37.1643
28-Feb-19,14280,86.25,5.26743,36.9882
28-Feb-19,14280,86.3333,5.26743,37.0146
28-Feb-19,14280,86.4167,5.26743,36.9424
28-Feb-19,14280,86.5,5.26743,36.8926
28-Feb-19,14280,86.5833,5.26743,36.9502
28-Feb-19,14280,86.6667,5.26743,36.8396
28-Feb-19,14280,86.75,5.26743,36.77
28-Feb-19,14280,86.8333,5.26743,36.7701
28-Feb-19,14280,86.9167,5.26743,36.6821
28-Feb-19,14280,87,5.26743,36.6579
28-Feb-19,14280,87.0833,5.26743,36.5656
28-Feb-19,14280,87.1667,5.26743,36.3392
28-Feb-19,14280,87.25,5.26743,36.3369
28-Feb-19,14280,87.3333,5.26743,36.1215
28-Feb-19,14280,87.4167,5.26743,36.0153
28-Feb-19,14280,87.5,5.26743,35.8354
28-Feb-19,14280,87.5833,5.26743,35.7052
28-Feb-19,14280,87.6667,5.26743,35.5905
28-Feb-19,14280,87.75,5.26743,35.4924
28-Feb-19,14280,87.8333,5.26743,35.4913
28-Feb-19,14280,87.9167,5.26743,35.4596
28-Feb-19,14280,88,5.26743,35.5354
28-Feb-19,14280,88.0833,5.26743,35.5169
28-Feb-19,14280,88.1667,5.26743,35.5633
28-Feb-19,14280,88.25,5.26743,35.5926
28-Feb-19,14280,88.3333,5.26743,35.5408
28-Feb-19,14280,88.4167,5.26743,35.5214
28-Feb-19,14280,88.5,5.26743,35.4659
28-Feb-19,14280,88.5833,5.26743,35.4191
28-Feb-19,14280,88.6667,5.26743,35.4246
28-Feb-19,14280,88.75,5.26743,35.4294
28-Feb-19,14280,88.8333,5.26743,35.42
28-Feb-19,14280,88.9167,5.26743,35.4742
28-Feb-19,14280,89,5.26743,35.4323
28-Feb-19,14280,89.0833,5.26743,35.3695
28-Feb-19,14280,89.1667,5.26743,35.2742
28-Feb-19,14280,89.25,5.26743,35.2072
28-Feb-19,14280,89.3333,5.26743,35.0921
28-Feb-19,14280,89.4167,5.26743,34.8654
28-Feb-19,14280,89.5,5.26743,34.6495
28-Feb-19,14280,89.5833,5.26743,34.3583
28-Feb-19,14280,89.6667,5.26743,33.9853
28-Feb-19,14280,89.75,5.26743,33.626
28-Feb-19,14280,89.8333,5.26743,33.2794
28-Feb-19,14280,89.9167,5.26743,33.1831
28-Feb-19,14280,90,5.26743,33.1905
28-Feb-19,14280,90.0833,5.26743,33.2707
28-Feb-19,14280,90.1667,5.26743,33.2352
28-Feb-19,14280,90.25,5.26743,33.222
28-Feb-19,14280,90.3333,5.26743,32.8849
28-Feb-19,14280,90.4167,5.26743,32.8139
28-Feb-19,14280,90.5,5.26743,32.4096
28-Feb-19,14280,90.5833,5.26743,32.4528
28-Feb-19,14280,90.6667,5.26743,31.982
28-Feb-19,14280,90.75,5.26743,31.8125
28-Feb-19,14280,90.8333,5.26743,31.4796
28-Feb-19,14280,90.9167,5.26743,31.214
28-Feb-19,14280,91,5.26743,30.8783
28-Feb-19,14280,91.0833,5.26743,30.4659
28-Feb-19,14280,91.1667,5.26743,30.195
28-Feb-19,14280,65.8333,5.35041,60.8544
28-Feb-19,14280,65.9167,5.35041,61.0145
28-Feb-19,14280,66,5.35041,61.1115
28-Feb-19,14280,66.0833,5.35041,61.1553
28-Feb-19,14280,66.1667,5.35041,61.2853
28-Feb-19,14280,66.25,5.35041,61.2657
28-Feb-19,14280,66.3333,5.35041,61.2192
28-Feb-19,14280,66.4167,5.35041,61.2404
28-Feb-19,14280,66.5,5.35041,61.2769
28-Feb-19,14280,66.5833,5.35041,61.3145
28-Feb-19,14280,66.6667,5.35041,61.3811
28-Feb-19,14280,66.75,5.35041,61.4487
28-Feb-19,14280,66.8333,5.35041,61.5792
28-Feb-19,14280,66.9167,5.35041,61.7135
28-Feb-19,14280,67,5.35041,61.8823
28-Feb-19,14280,67.0833,5.35041,62.0132
28-Feb-19,14280,67.1667,5.35041,62.0627
28-Feb-19,14280,67.25,5.35041,62.1274
28-Feb-19,14280,67.3333,5.35041,62.0981
28-Feb-19,14280,67.4167,5.35041,62.0272
28-Feb-19,14280,67.5,5.35041,61.8305
28-Feb-19,14280,67.5833,5.35041,61.7734
28-Feb-19,14280,67.6667,5.35041,61.7145
28-Feb-19,14280,67.75,5.35041,61.7363
28-Feb-19,14280,67.8333,5.35041,61.7302
28-Feb-19,14280,67.9167,5.35041,61.7106
28-Feb-19,14280,68,5.35041,61.5764
28-Feb-19,14280,68.0833,5.35041,61.4073
28-Feb-19,14280,68.1667,5.35041,61.1922
28-Feb-19,14280,68.25,5.35041,61.0539
28-Feb-19,14280,68.3333,5.35041,60.9531
28-Feb-19,14280,68.4167,5.35041,60.8967
28-Feb-19,14280,68.5,5.35041,60.8167
28-Feb-19,14280,68.5833,5.35041,60.6898
28-Feb-19,14280,68.6667,5.35041,60.5842
28-Feb-19,14280,68.75,5.35041,60.4883
28-Feb-19,14280,68.8333,5.35041,60.3825
28-Feb-19,14280,68.9167,5.35041,60.3315
28-Feb-19,14280,69,5.35041,60.2652
28-Feb-19,14280,69.0833,5.35041,60.1957
28-Feb-19,14280,69.1667,5.35041,60.1363
28-Feb-19,14280,69.25,5.35041,60.112
28-Feb-19,14280,69.3333,5.35041,60.0585
28-Feb-19,14280,69.4167,5.35041,59.7328
28-Feb-19,14280,69.5,5.35041,59.4912
28-Feb-19,14280,69.5833,5.35041,59.0373
28-Feb-19,14280,69.6667,5.35041,58.7249
28-Feb-19,14280,69.75,5.35041,58.3096
28-Feb-19,14280,69.8333,5.35041,58.0227
28-Feb-19,14280,69.9167,5.35041,57.7523
28-Feb-19,14280,70,5.35041,57.5278
28-Feb-19,14280,70.0833,5.35041,57.3289
28-Feb-19,14280,70.1667,5.35041,57.163
28-Feb-19,14280,70.25,5.35041,56.9846
28-Feb-19,14280,70.3333,5.35041,56.785
28-Feb-19,14280,70.4167,5.35041,56.7692
28-Feb-19,14280,70.5,5.35041,56.7754
28-Feb-19,14280,70.5833,5.35041,56.6701
28-Feb-19,14280,70.6667,5.35041,56.6469
28-Feb-19,14280,70.75,5.35041,56.2232
28-Feb-19,14280,70.8333,5.35041,56.0124
28-Feb-19,14280,70.9167,5.35041,55.6324
28-Feb-19,14280,71,5.35041,55.3007
28-Feb-19,14280,71.0833,5.35041,54.8176
28-Feb-19,14280,71.1667,5.35041,54.3028
28-Feb-19,14280,71.25,5.35041,53.6762
28-Feb-19,14280,71.3333,5.35041,53.2739
28-Feb-19,14280,71.4167,5.35041,52.7949
28-Feb-19,14280,71.5,5.35041,52.612
28-Feb-19,14280,71.5833,5.35041,52.3354
28-Feb-19,14280,71.6667,5.35041,52.2832
28-Feb-19,14280,71.75,5.35041,52.0921
28-Feb-19,14280,71.8333,5.35041,51.9366
28-Feb-19,14280,71.9167,5.35041,51.6443
28-Feb-19,14280,72,5.35041,51.3252
28-Feb-19,14280,72.0833,5.35041,51.1281
28-Feb-19,14280,72.1667,5.35041,50.9728
28-Feb-19,14280,72.25,5.35041,50.9568
28-Feb-19,14280,72.3333,5.35041,51.1509
28-Feb-19,14280,72.4167,5.35041,51.3693
28-Feb-19,14280,72.5,5.35041,51.6944
28-Feb-19,14280,72.5833,5.35041,52.0179
28-Feb-19,14280,72.6667,5.35041,52.0031
28-Feb-19,14280,72.75,5.35041,51.4175
28-Feb-19,14280,72.8333,5.35041,51.0745
28-Feb-19,14280,72.9167,5.35041,50.2095
28-Feb-19,14280,73,5.35041,48.745
28-Feb-19,14280,73.0833,5.35041,49.6318
28-Feb-19,14280,73.1667,5.35041,49.963
28-Feb-19,14280,73.25,5.35041,50.0963
28-Feb-19,14280,73.3333,5.35041,51.1886
28-Feb-19,14280,73.4167,5.35041,51.7336
28-Feb-19,14280,73.5,5.35041,51.3399
28-Feb-19,14280,73.5833,5.35041,52.0762
28-Feb-19,14280,73.6667,5.35041,52.0589
28-Feb-19,14280,73.75,5.35041,52.4345
28-Feb-19,14280,73.8333,5.35041,52.5746
28-Feb-19,14280,73.9167,5.35041,52.4998
28-Feb-19,14280,74,5.35041,52.3051
28-Feb-19,14280,74.0833,5.35041,52.1112
28-Feb-19,14280,74.1667,5.35041,51.98
28-Feb-19,14280,74.25,5.35041,51.7336
28-Feb-19,14280,74.3333,5.35041,51.4894
28-Feb-19,14280,74.4167,5.35041,51.2838
28-Feb-19,14280,74.5,5.35041,51.0661
28-Feb-19,14280,74.5833,5.35041,50.6817
28-Feb-19,14280,74.6667,5.35041,50.3957
28-Feb-19,14280,74.75,5.35041,50.1814
28-Feb-19,14280,74.8333,5.35041,49.5872
28-Feb-19,14280,74.9167,5.35041,48.9006
28-Feb-19,14280,75,5.35041,48.3765
28-Feb-19,14280,75.0833,5.35041,48.0342
28-Feb-19,14280,75.1667,5.35041,47.5483
28-Feb-19,14280,75.25,5.35041,47.2062
28-Feb-19,14280,75.3333,5.35041,46.9422
28-Feb-19,14280,75.4167,5.35041,46.6664
28-Feb-19,14280,75.5,5.35041,46.4783
28-Feb-19,14280,75.5833,5.35041,46.4729
28-Feb-19,14280,75.6667,5.35041,46.416
28-Feb-19,14280,75.75,5.35041,46.5844
28-Feb-19,14280,75.8333,5.35041,46.6603
28-Feb-19,14280,75.9167,5.35041,46.8691
28-Feb-19,14280,76,5.35041,46.9063
28-Feb-19,14280,76.0833,5.35041,46.9508
28-Feb-19,14280,76.1667,5.35041,46.9206
28-Feb-19,14280,76.25,5.35041,46.8477
28-Feb-19,14280,76.3333,5.35041,46.7844
28-Feb-19,14280,76.4167,5.35041,46.767
28-Feb-19,14280,76.5,5.35041,46.772
28-Feb-19,14280,76.5833,5.35041,47.0769
28-Feb-19,14280,76.6667,5.35041,47.3817
28-Feb-19,14280,76.75,5.35041,47.5616
28-Feb-19,14280,76.8333,5.35041,47.8415
28-Feb-19,14280,76.9167,5.35041,48.2545
28-Feb-19,14280,77,5.35041,48.4655
28-Feb-19,14280,77.0833,5.35041,48.5375
28-Feb-19,14280,77.1667,5.35041,48.5714
28-Feb-19,14280,77.25,5.35041,48.5713
28-Feb-19,14280,77.3333,5.35041,48.7061
28-Feb-19,14280,77.4167,5.35041,48.7305
28-Feb-19,14280,77.5,5.35041,49.0252
28-Feb-19,14280,77.5833,5.35041,49.4312
28-Feb-19,14280,77.6667,5.35041,49.7819
28-Feb-19,14280,77.75,5.35041,50.0431
28-Feb-19,14280,77.8333,5.35041,50.1498
28-Feb-19,14280,77.9167,5.35041,50.206
28-Feb-19,14280,78,5.35041,50.4095
28-Feb-19,14280,78.0833,5.35041,50.7399
28-Feb-19,14280,78.1667,5.35041,51.0241
28-Feb-19,14280,78.25,5.35041,51.001
28-Feb-19,14280,78.3333,5.35041,50.8526
28-Feb-19,14280,78.4167,5.35041,50.7445
28-Feb-19,14280,78.5,5.35041,50.7035
28-Feb-19,14280,78.5833,5.35041,50.4872
28-Feb-19,14280,78.6667,5.35041,50.2905
28-Feb-19,14280,78.75,5.35041,50.1946
28-Feb-19,14280,78.8333,5.35041,50.0768
28-Feb-19,14280,78.9167,5.35041,49.5299
28-Feb-19,14280,79,5.35041,49.0552
28-Feb-19,14280,79.0833,5.35041,48.7028
28-Feb-19,14280,79.1667,5.35041,48.4174
28-Feb-19,14280,79.25,5.35041,48.0792
28-Feb-19,14280,79.3333,5.35041,47.5612
28-Feb-19,14280,79.4167,5.35041,47.3545
28-Feb-19,14280,79.5,5.35041,46.7514
28-Feb-19,14280,79.5833,5.35041,46.3152
28-Feb-19,14280,79.6667,5.35041,45.8387
28-Feb-19,14280,79.75,5.35041,45.4176
28-Feb-19,14280,79.8333,5.35041,44.9564
28-Feb-19,14280,79.9167,5.35041,44.8933
28-Feb-19,14280,80,5.35041,44.9667
28-Feb-19,14280,80.0833,5.35041,45.1817
28-Feb-19,14280,80.1667,5.35041,45.5479
28-Feb-19,14280,80.25,5.35041,45.6039
28-Feb-19,14280,80.3333,5.35041,45.7388
28-Feb-19,14280,80.4167,5.35041,45.3356
28-Feb-19,14280,80.5,5.35041,44.9973
28-Feb-19,14280,80.5833,5.35041,44.4813
28-Feb-19,14280,80.6667,5.35041,44.5003
28-Feb-19,14280,80.75,5.35041,44.6751
28-Feb-19,14280,80.8333,5.35041,44.2258
28-Feb-19,14280,80.9167,5.35041,44.0853
28-Feb-19,14280,81,5.35041,43.5307
28-Feb-19,14280,81.0833,5.35041,43.3672
28-Feb-19,14280,81.1667,5.35041,43.1411
28-Feb-19,14280,81.25,5.35041,42.9131
28-Feb-19,14280,81.3333,5.35041,42.9934
28-Feb-19,14280,81.4167,5.35041,42.631
28-Feb-19,14280,81.5,5.35041,42.6649
28-Feb-19,14280,81.5833,5.35041,42.5512
28-Feb-19,14280,81.6667,5.35041,42.4435
28-Feb-19,14280,81.75,5.35041,42.1654
28-Feb-19,14280,81.8333,5.35041,41.9704
28-Feb-19,14280,81.9167,5.35041,41.6793
28-Feb-19,14280,82,5.35041,41.5524
28-Feb-19,14280,82.0833,5.35041,41.316
28-Feb-19,14280,82.1667,5.35041,41.1501
28-Feb-19,14280,82.25,5.35041,40.8824
28-Feb-19,14280,82.3333,5.35041,40.4825
28-Feb-19,14280,82.4167,5.35041,40.2989
28-Feb-19,14280,82.5,5.35041,39.9063
28-Feb-19,14280,82.5833,5.35041,39.8321
28-Feb-19,14280,82.6667,5.35041,39.274
28-Feb-19,14280,82.75,5.35041,39.3787
28-Feb-19,14280,82.8333,5.35041,38.8058
28-Feb-19,14280,82.9167,5.35041,39.0536
28-Feb-19,14280,83,5.35041,38.5955
28-Feb-19,14280,83.0833,5.35041,39.0589
28-Feb-19,14280,83.1667,5.35041,38.6286
28-Feb-19,14280,83.25,5.35041,39.1177
28-Feb-19,14280,83.3333,5.35041,38.661
28-Feb-19,14280,83.4167,5.35041,39.1411
28-Feb-19,14280,83.5,5.35041,38.6675
28-Feb-19,14280,83.5833,5.35041,39.0484
28-Feb-19,14280,83.6667,5.35041,38.7175
28-Feb-19,14280,83.75,5.35041,38.7287
28-Feb-19,14280,83.8333,5.35041,38.4843
28-Feb-19,14280,83.9167,5.35041,38.2659
28-Feb-19,14280,84,5.35041,38.0914
28-Feb-19,14280,84.0833,5.35041,37.9039
28-Feb-19,14280,84.1667,5.35041,37.8494
28-Feb-19,14280,84.25,5.35041,37.5892
28-Feb-19,14280,84.3333,5.35041,37.5532
28-Feb-19,14280,84.4167,5.35041,37.3498
28-Feb-19,14280,84.5,5.35041,37.309
28-Feb-19,14280,84.5833,5.35041,37.2236
28-Feb-19,14280,84.6667,5.35041,37.157
28-Feb-19,14280,84.75,5.35041,37.0279
28-Feb-19,14280,84.8333,5.35041,37.0421
28-Feb-19,14280,84.9167,5.35041,36.9981
28-Feb-19,14280,85,5.35041,36.9688
28-Feb-19,14280,85.0833,5.35041,37.005
28-Feb-19,14280,85.1667,5.35041,37.0487
28-Feb-19,14280,85.25,5.35041,37.1108
28-Feb-19,14280,85.3333,5.35041,37.0576
28-Feb-19,14280,85.4167,5.35041,37.0707
28-Feb-19,14280,85.5,5.35041,37.1705
28-Feb-19,14280,85.5833,5.35041,37.2036
28-Feb-19,14280,85.6667,5.35041,37.2467
28-Feb-19,14280,85.75,5.35041,37.1749
28-Feb-19,14280,85.8333,5.35041,37.2911
28-Feb-19,14280,85.9167,5.35041,37.2506
28-Feb-19,14280,86,5.35041,37.3127
28-Feb-19,14280,86.0833,5.35041,37.1479
