Total Number of Records          76555.
             DATA SET: /home/las/datasets/pCO2/pCO2-Corrected_INCOIS-BIO-ROMS.nc
             X: 0.5 to 76555.5
 Column  1: DATETIME is Time String
 Column  2: TIME is Time Coordinates (days since 24-JAN-1980 00:00:00)   BAD FLAG : -1.E+34
 Column  3: LON is Longitude (degrees_east)   BAD FLAG : -1.E+34
 Column  4: LAT is Latitude (degrees_north)   BAD FLAG : -1.E+34
 Column  5: DEVIANT_UNCERTAINTY is Uncertainties (1-sigma) of deviants (micro atm)   BAD FLAG : -1.E+34
DATETIME,TIME,LON,LAT,DEVIANT_UNCERTAINTY
"28-FEB-2019",14280,78.8333,5.26743,1.0589  
"28-FEB-2019",14280,78.9167,5.26743,1.03982  
"28-FEB-2019",14280,79,5.26743,1.04045  
"28-FEB-2019",14280,79.0833,5.26743,1.127  
"28-FEB-2019",14280,79.1667,5.26743,1.13277  
"28-FEB-2019",14280,79.25,5.26743,1.14897  
"28-FEB-2019",14280,79.3333,5.26743,1.22563  
"28-FEB-2019",14280,79.4167,5.26743,1.22495  
"28-FEB-2019",14280,79.5,5.26743,1.27632  
"28-FEB-2019",14280,79.5833,5.26743,1.20101  
"28-FEB-2019",14280,79.6667,5.26743,1.15144  
"28-FEB-2019",14280,79.75,5.26743,1.14617  
"28-FEB-2019",14280,79.8333,5.26743,1.18616  
"28-FEB-2019",14280,79.9167,5.26743,1.28988  
"28-FEB-2019",14280,80,5.26743,1.37312  
"28-FEB-2019",14280,80.0833,5.26743,1.60171  
"28-FEB-2019",14280,80.1667,5.26743,1.46027  
"28-FEB-2019",14280,80.25,5.26743,1.45064  
"28-FEB-2019",14280,80.3333,5.26743,1.43345  
"28-FEB-2019",14280,80.4167,5.26743,1.43249  
"28-FEB-2019",14280,80.5,5.26743,1.46194  
"28-FEB-2019",14280,80.5833,5.26743,1.42613  
"28-FEB-2019",14280,80.6667,5.26743,1.51283  
"28-FEB-2019",14280,80.75,5.26743,1.46636  
"28-FEB-2019",14280,80.8333,5.26743,1.48779  
"28-FEB-2019",14280,80.9167,5.26743,1.48565  
"28-FEB-2019",14280,81,5.26743,1.50023  
"28-FEB-2019",14280,81.0833,5.26743,1.51256  
"28-FEB-2019",14280,81.1667,5.26743,1.46574  
"28-FEB-2019",14280,81.25,5.26743,1.54142  
"28-FEB-2019",14280,81.3333,5.26743,1.7572  
"28-FEB-2019",14280,81.4167,5.26743,1.64814  
"28-FEB-2019",14280,81.5,5.26743,1.7256  
"28-FEB-2019",14280,81.5833,5.26743,1.72951  
"28-FEB-2019",14280,81.6667,5.26743,1.55088  
"28-FEB-2019",14280,81.75,5.26743,1.47699  
"28-FEB-2019",14280,81.8333,5.26743,1.51168  
"28-FEB-2019",14280,81.9167,5.26743,1.45998  
"28-FEB-2019",14280,82,5.26743,1.44152  
"28-FEB-2019",14280,82.0833,5.26743,1.45094  
"28-FEB-2019",14280,82.1667,5.26743,1.43621  
"28-FEB-2019",14280,82.25,5.26743,1.35885  
"28-FEB-2019",14280,82.3333,5.26743,1.33603  
"28-FEB-2019",14280,82.4167,5.26743,1.34607  
"28-FEB-2019",14280,82.5,5.26743,1.22982  
"28-FEB-2019",14280,82.5833,5.26743,1.25177  
"28-FEB-2019",14280,82.6667,5.26743,1.24406  
"28-FEB-2019",14280,82.75,5.26743,1.20091  
"28-FEB-2019",14280,82.8333,5.26743,1.1532  
"28-FEB-2019",14280,82.9167,5.26743,1.12075  
"28-FEB-2019",14280,83,5.26743,1.13539  
"28-FEB-2019",14280,83.0833,5.26743,1.14823  
"28-FEB-2019",14280,83.1667,5.26743,1.14764  
"28-FEB-2019",14280,83.25,5.26743,1.12234  
"28-FEB-2019",14280,83.3333,5.26743,1.12071  
"28-FEB-2019",14280,83.4167,5.26743,1.15613  
"28-FEB-2019",14280,83.5,5.26743,1.14671  
"28-FEB-2019",14280,83.5833,5.26743,1.16794  
"28-FEB-2019",14280,83.6667,5.26743,1.15756  
"28-FEB-2019",14280,83.75,5.26743,1.15919  
"28-FEB-2019",14280,83.8333,5.26743,1.15264  
"28-FEB-2019",14280,83.9167,5.26743,1.14001  
"28-FEB-2019",14280,84,5.26743,1.10858  
"28-FEB-2019",14280,84.0833,5.26743,1.28033  
"28-FEB-2019",14280,84.1667,5.26743,1.29726  
"28-FEB-2019",14280,84.25,5.26743,1.49784  
"28-FEB-2019",14280,84.3333,5.26743,1.4757  
"28-FEB-2019",14280,84.4167,5.26743,1.41385  
"28-FEB-2019",14280,84.5,5.26743,1.3837  
"28-FEB-2019",14280,84.5833,5.26743,1.42912  
"28-FEB-2019",14280,84.6667,5.26743,1.36042  
"28-FEB-2019",14280,84.75,5.26743,1.36504  
"28-FEB-2019",14280,84.8333,5.26743,1.27386  
"28-FEB-2019",14280,84.9167,5.26743,1.22883  
"28-FEB-2019",14280,85,5.26743,1.25088  
"28-FEB-2019",14280,85.0833,5.26743,1.26745  
"28-FEB-2019",14280,85.1667,5.26743,1.27382  
"28-FEB-2019",14280,85.25,5.26743,1.28541  
"28-FEB-2019",14280,85.3333,5.26743,1.29296  
"28-FEB-2019",14280,85.4167,5.26743,1.25051  
"28-FEB-2019",14280,85.5,5.26743,1.15076  
"28-FEB-2019",14280,85.5833,5.26743,1.04905  
"28-FEB-2019",14280,85.6667,5.26743,1.11253  
"28-FEB-2019",14280,85.75,5.26743,1.25907  
"28-FEB-2019",14280,85.8333,5.26743,1.07862  
"28-FEB-2019",14280,85.9167,5.26743,1.02781  
"28-FEB-2019",14280,86,5.26743,1.01235  
"28-FEB-2019",14280,86.0833,5.26743,1.18441  
"28-FEB-2019",14280,86.1667,5.26743,1.16627  
"28-FEB-2019",14280,86.25,5.26743,1.1358  
"28-FEB-2019",14280,86.3333,5.26743,1.15624  
"28-FEB-2019",14280,86.4167,5.26743,1.15612  
"28-FEB-2019",14280,86.5,5.26743,1.14785  
"28-FEB-2019",14280,86.5833,5.26743,1.15916  
"28-FEB-2019",14280,86.6667,5.26743,1.18722  
"28-FEB-2019",14280,86.75,5.26743,1.14645  
"28-FEB-2019",14280,86.8333,5.26743,1.18651  
"28-FEB-2019",14280,86.9167,5.26743,1.16823  
"28-FEB-2019",14280,87,5.26743,1.15506  
"28-FEB-2019",14280,87.0833,5.26743,1.1628  
"28-FEB-2019",14280,87.1667,5.26743,1.17851  
"28-FEB-2019",14280,87.25,5.26743,1.17001  
"28-FEB-2019",14280,87.3333,5.26743,1.18379  
"28-FEB-2019",14280,87.4167,5.26743,1.17085  
"28-FEB-2019",14280,87.5,5.26743,1.18551  
"28-FEB-2019",14280,87.5833,5.26743,1.22075  
"28-FEB-2019",14280,87.6667,5.26743,1.20186  
"28-FEB-2019",14280,87.75,5.26743,1.24793  
"28-FEB-2019",14280,87.8333,5.26743,1.24899  
"28-FEB-2019",14280,87.9167,5.26743,1.28485  
"28-FEB-2019",14280,88,5.26743,1.23706  
"28-FEB-2019",14280,88.0833,5.26743,1.22927  
"28-FEB-2019",14280,88.1667,5.26743,1.20048  
"28-FEB-2019",14280,88.25,5.26743,1.19834  
"28-FEB-2019",14280,88.3333,5.26743,1.21889  
"28-FEB-2019",14280,88.4167,5.26743,1.19494  
"28-FEB-2019",14280,88.5,5.26743,1.22067  
"28-FEB-2019",14280,88.5833,5.26743,1.21629  
"28-FEB-2019",14280,88.6667,5.26743,1.2153  
"28-FEB-2019",14280,88.75,5.26743,1.22165  
"28-FEB-2019",14280,88.8333,5.26743,1.24253  
"28-FEB-2019",14280,88.9167,5.26743,1.05667  
"28-FEB-2019",14280,89,5.26743,1.0614  
"28-FEB-2019",14280,89.0833,5.26743,1.01528  
"28-FEB-2019",14280,89.1667,5.26743,1.04224  
"28-FEB-2019",14280,89.25,5.26743,1.19712  
"28-FEB-2019",14280,89.3333,5.26743,1.19172  
"28-FEB-2019",14280,89.4167,5.26743,1.17334  
"28-FEB-2019",14280,89.5,5.26743,1.1632  
"28-FEB-2019",14280,89.5833,5.26743,1.18675  
"28-FEB-2019",14280,89.6667,5.26743,1.18767  
"28-FEB-2019",14280,89.75,5.26743,1.22688  
"28-FEB-2019",14280,89.8333,5.26743,1.2353  
"28-FEB-2019",14280,89.9167,5.26743,1.23719  
"28-FEB-2019",14280,90,5.26743,1.59855  
"28-FEB-2019",14280,90.0833,5.26743,1.56878  
"28-FEB-2019",14280,90.1667,5.26743,1.5594  
"28-FEB-2019",14280,90.25,5.26743,1.51709  
"28-FEB-2019",14280,90.3333,5.26743,1.54625  
"28-FEB-2019",14280,90.4167,5.26743,1.56894  
"28-FEB-2019",14280,90.5,5.26743,1.562  
"28-FEB-2019",14280,90.5833,5.26743,1.59072  
"28-FEB-2019",14280,90.6667,5.26743,1.22497  
"28-FEB-2019",14280,90.75,5.26743,1.52544  
"28-FEB-2019",14280,90.8333,5.26743,1.50765  
"28-FEB-2019",14280,90.9167,5.26743,1.85168  
"28-FEB-2019",14280,91,5.26743,1.79807  
"28-FEB-2019",14280,91.0833,5.26743,1.43975  
"28-FEB-2019",14280,91.1667,5.26743,1.47047  
"28-FEB-2019",14280,65.8333,5.35041,1.2427  
"28-FEB-2019",14280,65.9167,5.35041,1.2893  
"28-FEB-2019",14280,66,5.35041,1.31886  
"28-FEB-2019",14280,66.0833,5.35041,1.29108  
"28-FEB-2019",14280,66.1667,5.35041,1.54974  
"28-FEB-2019",14280,66.25,5.35041,1.52738  
"28-FEB-2019",14280,66.3333,5.35041,1.46124  
"28-FEB-2019",14280,66.4167,5.35041,1.41338  
"28-FEB-2019",14280,66.5,5.35041,1.41559  
"28-FEB-2019",14280,66.5833,5.35041,1.37822  
"28-FEB-2019",14280,66.6667,5.35041,1.38186  
"28-FEB-2019",14280,66.75,5.35041,1.38926  
"28-FEB-2019",14280,66.8333,5.35041,1.40227  
"28-FEB-2019",14280,66.9167,5.35041,1.3951  
"28-FEB-2019",14280,67,5.35041,1.35874  
"28-FEB-2019",14280,67.0833,5.35041,1.31183  
"28-FEB-2019",14280,67.1667,5.35041,1.24693  
"28-FEB-2019",14280,67.25,5.35041,1.24207  
"28-FEB-2019",14280,67.3333,5.35041,1.25783  
"28-FEB-2019",14280,67.4167,5.35041,1.25262  
"28-FEB-2019",14280,67.5,5.35041,1.16814  
"28-FEB-2019",14280,67.5833,5.35041,1.70475  
"28-FEB-2019",14280,67.6667,5.35041,1.62367  
"28-FEB-2019",14280,67.75,5.35041,1.62261  
"28-FEB-2019",14280,67.8333,5.35041,1.61031  
"28-FEB-2019",14280,67.9167,5.35041,1.62362  
"28-FEB-2019",14280,68,5.35041,1.61324  
"28-FEB-2019",14280,68.0833,5.35041,1.94109  
"28-FEB-2019",14280,68.1667,5.35041,1.90215  
"28-FEB-2019",14280,68.25,5.35041,1.8802  
"28-FEB-2019",14280,68.3333,5.35041,1.9287  
"28-FEB-2019",14280,68.4167,5.35041,1.91022  
"28-FEB-2019",14280,68.5,5.35041,1.912  
"28-FEB-2019",14280,68.5833,5.35041,1.84707  
"28-FEB-2019",14280,68.6667,5.35041,1.85582  
"28-FEB-2019",14280,68.75,5.35041,1.81488  
"28-FEB-2019",14280,68.8333,5.35041,1.81764  
"28-FEB-2019",14280,68.9167,5.35041,1.82397  
"28-FEB-2019",14280,69,5.35041,1.89379  
"28-FEB-2019",14280,69.0833,5.35041,1.89039  
"28-FEB-2019",14280,69.1667,5.35041,1.84589  
"28-FEB-2019",14280,69.25,5.35041,1.84765  
"28-FEB-2019",14280,69.3333,5.35041,1.87711  
"28-FEB-2019",14280,69.4167,5.35041,1.92446  
"28-FEB-2019",14280,69.5,5.35041,1.83001  
"28-FEB-2019",14280,69.5833,5.35041,1.75684  
"28-FEB-2019",14280,69.6667,5.35041,1.73374  
"28-FEB-2019",14280,69.75,5.35041,1.72152  
"28-FEB-2019",14280,69.8333,5.35041,1.73381  
"28-FEB-2019",14280,69.9167,5.35041,1.85813  
"28-FEB-2019",14280,70,5.35041,1.88747  
"28-FEB-2019",14280,70.0833,5.35041,1.2291  
"28-FEB-2019",14280,70.1667,5.35041,1.23932  
"28-FEB-2019",14280,70.25,5.35041,1.24724  
"28-FEB-2019",14280,70.3333,5.35041,1.23121  
"28-FEB-2019",14280,70.4167,5.35041,1.23501  
"28-FEB-2019",14280,70.5,5.35041,1.21253  
"28-FEB-2019",14280,70.5833,5.35041,1.58706  
"28-FEB-2019",14280,70.6667,5.35041,1.55294  
"28-FEB-2019",14280,70.75,5.35041,1.65205  
"28-FEB-2019",14280,70.8333,5.35041,1.6967  
"28-FEB-2019",14280,70.9167,5.35041,1.71775  
"28-FEB-2019",14280,71,5.35041,1.7191  
"28-FEB-2019",14280,71.0833,5.35041,1.70336  
"28-FEB-2019",14280,71.1667,5.35041,1.68058  
"28-FEB-2019",14280,71.25,5.35041,1.62879  
"28-FEB-2019",14280,71.3333,5.35041,1.6045  
"28-FEB-2019",14280,71.4167,5.35041,1.60229  
"28-FEB-2019",14280,71.5,5.35041,1.61851  
"28-FEB-2019",14280,71.5833,5.35041,1.62094  
"28-FEB-2019",14280,71.6667,5.35041,1.52864  
"28-FEB-2019",14280,71.75,5.35041,1.44889  
"28-FEB-2019",14280,71.8333,5.35041,1.39326  
"28-FEB-2019",14280,71.9167,5.35041,1.41322  
"28-FEB-2019",14280,72,5.35041,1.40413  
"28-FEB-2019",14280,72.0833,5.35041,1.18415  
"28-FEB-2019",14280,72.1667,5.35041,1.14149  
"28-FEB-2019",14280,72.25,5.35041,1.16683  
"28-FEB-2019",14280,72.3333,5.35041,1.15171  
"28-FEB-2019",14280,72.4167,5.35041,1.1743  
"28-FEB-2019",14280,72.5,5.35041,1.12872  
"28-FEB-2019",14280,72.5833,5.35041,1.16464  
"28-FEB-2019",14280,72.6667,5.35041,1.10217  
"28-FEB-2019",14280,72.75,5.35041,1.16345  
"28-FEB-2019",14280,72.8333,5.35041,1.13562  
"28-FEB-2019",14280,72.9167,5.35041,1.18787  
"28-FEB-2019",14280,73,5.35041,1.19283  
"28-FEB-2019",14280,73.0833,5.35041,1.32481  
"28-FEB-2019",14280,73.1667,5.35041,1.15601  
"28-FEB-2019",14280,73.25,5.35041,1.1635  
"28-FEB-2019",14280,73.3333,5.35041,1.12661  
"28-FEB-2019",14280,73.4167,5.35041,1.10102  
"28-FEB-2019",14280,73.5,5.35041,1.15933  
"28-FEB-2019",14280,73.5833,5.35041,1.12835  
"28-FEB-2019",14280,73.6667,5.35041,1.10779  
"28-FEB-2019",14280,73.75,5.35041,1.22385  
"28-FEB-2019",14280,73.8333,5.35041,1.22147  
"28-FEB-2019",14280,73.9167,5.35041,1.27015  
"28-FEB-2019",14280,74,5.35041,1.17153  
"28-FEB-2019",14280,74.0833,5.35041,1.44235  
"28-FEB-2019",14280,74.1667,5.35041,1.16971  
"28-FEB-2019",14280,74.25,5.35041,1.19552  
"28-FEB-2019",14280,74.3333,5.35041,1.16401  
"28-FEB-2019",14280,74.4167,5.35041,1.1983  
"28-FEB-2019",14280,74.5,5.35041,1.06847  
"28-FEB-2019",14280,74.5833,5.35041,1.06828  
"28-FEB-2019",14280,74.6667,5.35041,1.05256  
"28-FEB-2019",14280,74.75,5.35041,1.07485  
"28-FEB-2019",14280,74.8333,5.35041,1.1826  
"28-FEB-2019",14280,74.9167,5.35041,1.18898  
"28-FEB-2019",14280,75,5.35041,1.21383  
"28-FEB-2019",14280,75.0833,5.35041,1.22566  
"28-FEB-2019",14280,75.1667,5.35041,1.29914  
"28-FEB-2019",14280,75.25,5.35041,1.35619  
"28-FEB-2019",14280,75.3333,5.35041,1.43052  
"28-FEB-2019",14280,75.4167,5.35041,1.42064  
"28-FEB-2019",14280,75.5,5.35041,1.35363  
"28-FEB-2019",14280,75.5833,5.35041,1.29716  
"28-FEB-2019",14280,75.6667,5.35041,1.29865  
"28-FEB-2019",14280,75.75,5.35041,1.29804  
"28-FEB-2019",14280,75.8333,5.35041,1.45414  
"28-FEB-2019",14280,75.9167,5.35041,1.41652  
"28-FEB-2019",14280,76,5.35041,1.41797  
"28-FEB-2019",14280,76.0833,5.35041,1.39604  
"28-FEB-2019",14280,76.1667,5.35041,1.37864  
"28-FEB-2019",14280,76.25,5.35041,1.40989  
"28-FEB-2019",14280,76.3333,5.35041,1.42309  
"28-FEB-2019",14280,76.4167,5.35041,2.26177  
"28-FEB-2019",14280,76.5,5.35041,2.28651  
"28-FEB-2019",14280,76.5833,5.35041,2.19717  
"28-FEB-2019",14280,76.6667,5.35041,2.11234  
"28-FEB-2019",14280,76.75,5.35041,2.10928  
"28-FEB-2019",14280,76.8333,5.35041,2.08142  
"28-FEB-2019",14280,76.9167,5.35041,2.06849  
"28-FEB-2019",14280,77,5.35041,2.02471  
"28-FEB-2019",14280,77.0833,5.35041,2.01966  
"28-FEB-2019",14280,77.1667,5.35041,2.00951  
"28-FEB-2019",14280,77.25,5.35041,1.59988  
"28-FEB-2019",14280,77.3333,5.35041,1.57233  
"28-FEB-2019",14280,77.4167,5.35041,1.27718  
"28-FEB-2019",14280,77.5,5.35041,1.28178  
"28-FEB-2019",14280,77.5833,5.35041,1.21447  
"28-FEB-2019",14280,77.6667,5.35041,1.20689  
"28-FEB-2019",14280,77.75,5.35041,1.22966  
"28-FEB-2019",14280,77.8333,5.35041,1.69082  
"28-FEB-2019",14280,77.9167,5.35041,1.79447  
"28-FEB-2019",14280,78,5.35041,1.83225  
"28-FEB-2019",14280,78.0833,5.35041,1.57101  
"28-FEB-2019",14280,78.1667,5.35041,1.63208  
"28-FEB-2019",14280,78.25,5.35041,1.6493  
"28-FEB-2019",14280,78.3333,5.35041,1.65664  
"28-FEB-2019",14280,78.4167,5.35041,1.61235  
"28-FEB-2019",14280,78.5,5.35041,1.55227  
"28-FEB-2019",14280,78.5833,5.35041,1.57438  
"28-FEB-2019",14280,78.6667,5.35041,1.42209  
"28-FEB-2019",14280,78.75,5.35041,0.839288  
"28-FEB-2019",14280,78.8333,5.35041,0.875891  
"28-FEB-2019",14280,78.9167,5.35041,1.03085  
"28-FEB-2019",14280,79,5.35041,1.12893  
"28-FEB-2019",14280,79.0833,5.35041,1.15155  
"28-FEB-2019",14280,79.1667,5.35041,1.15259  
"28-FEB-2019",14280,79.25,5.35041,1.11453  
"28-FEB-2019",14280,79.3333,5.35041,1.08831  
"28-FEB-2019",14280,79.4167,5.35041,1.11791  
