dataset_id	id	acceptedNameUsage	acceptedNameUsageID	accessRights	aphiaid	areas	associatedMedia	associatedOccurrences	associatedOrganisms	associatedReferences	associatedSequences	associatedTaxa	basisOfRecord	bathymetry	bed	behavior	bibliographicCitation	brackish	caste	catalogNumber	class	classid	collectionCode	collectionID	continent	coordinatePrecision	coordinateUncertaintyInMeters	country	countryCode	county	cultivarEpithet	dataGeneralizations	datasetID	datasetName	dateIdentified	date_end	date_mid	date_start	date_year	day	decimalLatitude	decimalLongitude	degreeOfEstablishment	depth	disposition	division	divisionid	domain	domainid	dynamicProperties	earliestAgeOrLowestStage	earliestEonOrLowestEonothem	earliestEpochOrLowestSeries	earliestEraOrLowestErathem	earliestPeriodOrLowestSystem	endDayOfYear	establishmentMeans	eventDate	eventID	eventRemarks	eventTime	eventType	family	familyid	fieldNotes	fieldNumber	footprintSRS	footprintSpatialFit	footprintWKT	forma	formaid	formation	genericName	genus	genusid	geodeticDatum	geologicalContextID	georeferenceProtocol	georeferenceRemarks	georeferenceSources	georeferenceVerificationStatus	georeferencedBy	georeferencedDate	gigaclass	gigaclassid	group	hab	habitat	higherClassification	higherGeography	higherGeographyID	highestBiostratigraphicZone	identificationID	identificationQualifier	identificationReferences	identificationRemarks	identificationVerificationStatus	identifiedBy	identifiedByID	individualCount	informationWithheld	infraclass	infraclassid	infragenericEpithet	infrakingdom	infrakingdomid	infraorder	infraorderid	infraphylum	infraphylumid	infraspecificEpithet	institutionCode	institutionID	island	islandGroup	kingdom	kingdomid	language	latestAgeOrHighestStage	latestEonOrHighestEonothem	latestEpochOrHighestSeries	latestEraOrHighestErathem	latestPeriodOrHighestSystem	license	lifeStage	lithostratigraphicTerms	locality	locationAccordingTo	locationID	locationRemarks	lowestBiostratigraphicZone	marine	materialEntityID	materialEntityRemarks	materialSampleID	maximumDepthInMeters	maximumDistanceAboveSurfaceInMeters	maximumElevationInMeters	megaclass	megaclassid	member	minimumDepthInMeters	minimumDistanceAboveSurfaceInMeters	minimumElevationInMeters	modified	month	municipality	nameAccordingTo	nameAccordingToID	namePublishedIn	namePublishedInID	namePublishedInYear	nomenclaturalCode	nomenclaturalStatus	occurrenceID	occurrenceRemarks	occurrenceStatus	order	orderid	organismID	organismName	organismQuantity	organismQuantityType	organismRemarks	organismScope	originalNameUsage	originalNameUsageID	otherCatalogNumbers	ownerInstitutionCode	parentEventID	parentNameUsage	parentNameUsageID	parvorder	parvorderid	parvphylum	parvphylumid	pathway	phylum	phylum_division	phylum_divisionid	phylumid	pointRadiusSpatialFit	preparations	previousIdentifications	recordNumber	recordedBy	recordedByID	redlist_category	references	reproductiveCondition	rightsHolder	sampleSizeUnit	sampleSizeValue	samplingEffort	samplingProtocol	scientificName	scientificNameAuthorship	scientificNameID	section	sectionid	sex	shoredistance	species	speciesid	specificEpithet	sss	sst	startDayOfYear	stateProvince	subclass	subclassid	subdivision	subdivisionid	subfamily	subfamilyid	subforma	subformaid	subgenus	subgenusid	subkingdom	subkingdomid	suborder	suborderid	subphylum	subphylum_subdivision	subphylum_subdivisionid	subphylumid	subsection	subsectionid	subspecies	subspeciesid	subterclass	subterclassid	subtribe	subtribeid	subvariety	subvarietyid	superclass	superclassid	superdomain	superdomainid	superfamily	superfamilyid	superorder	superorderid	supertribe	supertribeid	taxonConceptID	taxonID	taxonRank	taxonRemarks	taxonomicStatus	tribe	tribeid	type	typeStatus	unaccepted	variety	varietyid	verbatimCoordinateSystem	verbatimCoordinates	verbatimDepth	verbatimElevation	verbatimEventDate	verbatimIdentification	verbatimLabel	verbatimLatitude	verbatimLocality	verbatimLongitude	verbatimSRS	verbatimTaxonRank	vernacularName	verticalDatum	vitality	waterBody	wrims	year	originalScientificName	flags	dropped	absence
31d93350-097e-456c-8e12-8af658c1107b	51a42827-3f89-4e86-a49a-788c79979f1c				1059953	[111, 112, 10011, 40032, 34268]							PreservedSpecimen	995.0				false		IO/SS/BRC/00247	Malacostraca	1071	voucher specimen collections					India							2020-03-16	1519776000000	1519776000000	1519776000000	2018		14.39	73.03		957.0														2018-02-28	37205		11:52:00		Goneplacidae	106757										Carcinoplax	106885													Benthic							Ng P.K.L. Kumar A. B., (2016) Carcinoplax fasciata, a new species of deep-water goneplacid crab from southwestern India (Crustacea: Decapoda: Brachyura: Goneplacoidea). Zootaxa. 4147(2): 192?200.			Vinay P. Padate, CMLRE		1							Brachyura	106673				CMLRE				Animalia	2								Adult		Northwest off Honnavar, Karnataka					true				957.0						957.0													IO/SS/BRC/00247		present	Decapoda	1130										CMLRE									Arthropoda			1065														HSDT (CV)	Carcinoplax fasciata		urn:lsid:marinespecies.org:taxname:1059953	Eubrachyura	106679	Male	120025.0	Carcinoplax fasciata	1059953		35.4	28.82			Eumalacostraca	1086											Pleocyemata	106670	Crustacea			1066	Heterotremata	106680									Multicrustacea	845959			Goneplacoidea	106698	Eucarida	1089																														Arabian Sea			Carcinoplax fasciata	[]	false	false
31d93350-097e-456c-8e12-8af658c1107b	61d2f47d-d30b-4601-a524-b0e23a1e3559				1059953	[111, 112, 10011, 40032, 34268]							PreservedSpecimen	995.0				false		IO/SS/BRC/00248	Malacostraca	1071	voucher specimen collections					India							2020-03-16	1519776000000	1519776000000	1519776000000	2018		14.39	73.03		957.0														2018-02-28	37205		11:52:00		Goneplacidae	106757										Carcinoplax	106885													Benthic							Ng P.K.L. Kumar A. B., (2016) Carcinoplax fasciata, a new species of deep-water goneplacid crab from southwestern India (Crustacea: Decapoda: Brachyura: Goneplacoidea). Zootaxa. 4147(2): 192?200.			Vinay P. Padate, CMLRE		1							Brachyura	106673				CMLRE				Animalia	2								Adult		Northwest off Honnavar, Karnataka					true				957.0						957.0													IO/SS/BRC/00248		present	Decapoda	1130										CMLRE									Arthropoda			1065														HSDT (CV)	Carcinoplax fasciata		urn:lsid:marinespecies.org:taxname:1059953	Eubrachyura	106679	Female	120025.0	Carcinoplax fasciata	1059953		35.4	28.82			Eumalacostraca	1086											Pleocyemata	106670	Crustacea			1066	Heterotremata	106680									Multicrustacea	845959			Goneplacoidea	106698	Eucarida	1089																														Arabian Sea			Carcinoplax fasciata	[]	false	false
31d93350-097e-456c-8e12-8af658c1107b	3d556543-4580-4834-9b4e-69f783d4c237				440092	[111, 112, 40032, 34268]							PreservedSpecimen	60.0				false		IO/SS/BRC/00250	Malacostraca	1071	voucher specimen collections					India							2020-02-03	1519257600000	1519257600000	1519257600000	2018		22.49	68.19		72.0														2018-02-22	37201		15:30:00		Dromiidae	106742										Lauridromia	439267													Benthic							McLay C.L. (1993) Crustacea Decapoda: the sponge crabs (Dromiidae) of New Caledonia and the Philippines with a review of the genera. In: Crosnier, A. (ed.) R?sultats des Campagnes MUSORSTOM, Volume 10. M?moires du Mus?um national d?Histoire naturelle, 156. Paris: pp. 111?251.			Vinay P. Padate, CMLRE		2							Brachyura	106673				CMLRE				Animalia	2								Adult		Northwest off Dwarka, Gujarat					true				72.0						72.0													IO/SS/BRC/00250		present	Decapoda	1130										CMLRE									Arthropoda			1065														HSDT (CV)	Lauridromia dehaani		urn:lsid:marinespecies.org:taxname:440092	Dromiacea	106678	Male	79238.0	Lauridromia dehaani	440092		35.79	27.25			Eumalacostraca	1086			Dromiinae	391576							Pleocyemata	106670	Crustacea			1066											Multicrustacea	845959			Dromioidea	106690	Eucarida	1089																														Arabian Sea			Lauridromia dehaani	[]	false	false
31d93350-097e-456c-8e12-8af658c1107b	86ba1df5-04b8-4432-9695-f67f779bb048				440169	[111, 112, 40032, 34269]							PreservedSpecimen	319.0				false		IO/SS/BRC/00251	Malacostraca	1071	voucher specimen collections					India							2020-02-04	1520035200000	1520035200000	1520035200000	2018		9.5	75.7		327.0														2018-03-03	37207		15:49:00		Homolidae	106744										Homolax	439382													Benthic							Guinot D. and Richer de Forges B. (1995) Crustacea Decapoda Brachyura: R?vision de la famille des Homolidae de Haan, 1839. In: (A. Crosnier, editor) R?sultats des Campagnes MUSORSTOM, Volume 13. M?moires du Mus?um national d?Histoire naturelle, 163, pp. 283-517.			Vinay P. Padate, CMLRE		4							Brachyura	106673				CMLRE				Animalia	2								Adult		West off Alleppey, Kerala					true				327.0						327.0													IO/SS/BRC/00251		present	Decapoda	1130										CMLRE									Arthropoda			1065														HSDT (CV)	Homolax megalops		urn:lsid:marinespecies.org:taxname:440169	Homoloida	1646248	Male	66496.0	Homolax megalops	440169		34.48	28.65			Eumalacostraca	1086											Pleocyemata	106670	Crustacea			1066											Multicrustacea	845959			Homoloidea	106692	Eucarida	1089																														Arabian Sea			Homolax megalops	[]	false	false
31d93350-097e-456c-8e12-8af658c1107b	6eb3877a-4f4b-46ca-b25a-dd7d4c2970f7				440169	[111, 112, 40032, 34269]							PreservedSpecimen	319.0				false		IO/SS/BRC/00252	Malacostraca	1071	voucher specimen collections					India							2020-02-04	1520035200000	1520035200000	1520035200000	2018		9.5	75.7		327.0														2018-03-03	37207		15:49:00		Homolidae	106744										Homolax	439382													Benthic							Guinot D. and Richer de Forges B. (1995) Crustacea Decapoda Brachyura: R?vision de la famille des Homolidae de Haan, 1839. In: (A. Crosnier, editor) R?sultats des Campagnes MUSORSTOM, Volume 13. M?moires du Mus?um national d?Histoire naturelle, 163, pp. 283-517.			Vinay P. Padate, CMLRE		1							Brachyura	106673				CMLRE				Animalia	2								Adult		West off Alleppey, Kerala					true				327.0						327.0													IO/SS/BRC/00252		present	Decapoda	1130										CMLRE									Arthropoda			1065														HSDT (CV)	Homolax megalops		urn:lsid:marinespecies.org:taxname:440169	Homoloida	1646248	Female	66496.0	Homolax megalops	440169		34.48	28.65			Eumalacostraca	1086											Pleocyemata	106670	Crustacea			1066											Multicrustacea	845959			Homoloidea	106692	Eucarida	1089																														Arabian Sea			Homolax megalops	[]	false	false
31d93350-097e-456c-8e12-8af658c1107b	49f517a3-b799-4110-bf79-2bdf777518e6				440169	[112, 113, 40034, 34274]							PreservedSpecimen	1408.0				false		IO/SS/BRC/00253	Malacostraca	1071	voucher specimen collections					India							2020-02-04	1284508800000	1284508800000	1284508800000	2010		10.9	93.07		213.0														2010-09-15	28016		14:32:00		Homolidae	106744										Homolax	439382													Benthic							Guinot D. and Richer de Forges B. (1995) Crustacea Decapoda Brachyura: R?vision de la famille des Homolidae de Haan, 1839. In: (A. Crosnier, editor) R?sultats des Campagnes MUSORSTOM, Volume 13. M?moires du Mus?um national d?Histoire naturelle, 163, pp. 283-517.			Vinay P. Padate, CMLRE		1							Brachyura	106673				CMLRE				Animalia	2								Adult		East off Little Andaman Island					true				213.0						213.0													IO/SS/BRC/00253		present	Decapoda	1130										CMLRE									Arthropoda			1065														Expo model trawl	Homolax megalops		urn:lsid:marinespecies.org:taxname:440169	Homoloida	1646248	Male	44774.0	Homolax megalops	440169		32.33	28.89			Eumalacostraca	1086											Pleocyemata	106670	Crustacea			1066											Multicrustacea	845959			Homoloidea	106692	Eucarida	1089																														Andaman Sea			Homolax megalops	[]	false	false
31d93350-097e-456c-8e12-8af658c1107b	addade45-8e15-49ec-aaa0-ae75f5bcabe5				440169	[112, 113, 40034, 34274]							PreservedSpecimen	1408.0				false		IO/SS/BRC/00254	Malacostraca	1071	voucher specimen collections					India							2020-02-04	1284508800000	1284508800000	1284508800000	2010		10.9	93.07		213.0														2010-09-15	28016		14:32:00		Homolidae	106744										Homolax	439382													Benthic							Guinot D. and Richer de Forges B. (1995) Crustacea Decapoda Brachyura: R?vision de la famille des Homolidae de Haan, 1839. In: (A. Crosnier, editor) R?sultats des Campagnes MUSORSTOM, Volume 13. M?moires du Mus?um national d?Histoire naturelle, 163, pp. 283-517.			Vinay P. Padate, CMLRE		2							Brachyura	106673				CMLRE				Animalia	2								Adult		East off Little Andaman Island					true				213.0						213.0													IO/SS/BRC/00254		present	Decapoda	1130										CMLRE									Arthropoda			1065														Expo model trawl	Homolax megalops		urn:lsid:marinespecies.org:taxname:440169	Homoloida	1646248	Female	44774.0	Homolax megalops	440169		32.33	28.89			Eumalacostraca	1086											Pleocyemata	106670	Crustacea			1066											Multicrustacea	845959			Homoloidea	106692	Eucarida	1089																														Andaman Sea			Homolax megalops	[]	false	false
31d93350-097e-456c-8e12-8af658c1107b	54596638-476d-485b-90cc-c11dbbfcb104				440169	[111, 112, 40034, 34273]							PreservedSpecimen	507.0				false		IO/SS/BRC/00255	Malacostraca	1071	voucher specimen collections					India							2020-02-04	1574985600000	1574985600000	1574985600000	2019		11.95	80.15		450.0														2019-11-29	39210		07:11:00		Homolidae	106744										Homolax	439382													Benthic							Guinot D. and Richer de Forges B. (1995) Crustacea Decapoda Brachyura: R?vision de la famille des Homolidae de Haan, 1839. In: (A. Crosnier, editor) R?sultats des Campagnes MUSORSTOM, Volume 13. M?moires du Mus?um national d?Histoire naturelle, 163, pp. 283-517.			Vinay P. Padate, CMLRE		2							Brachyura	106673				CMLRE				Animalia	2								Adult		East off Puducherry, Pondicherry					true				450.0						450.0													IO/SS/BRC/00255		present	Decapoda	1130										CMLRE									Arthropoda			1065														Chain dredge	Homolax megalops		urn:lsid:marinespecies.org:taxname:440169	Homoloida	1646248	Male	31138.0	Homolax megalops	440169		33.07	28.62			Eumalacostraca	1086											Pleocyemata	106670	Crustacea			1066											Multicrustacea	845959			Homoloidea	106692	Eucarida	1089																														Bay of Bengal			Homolax megalops	[]	false	false
31d93350-097e-456c-8e12-8af658c1107b	8f21393a-b593-4552-994e-d1a5dda5aa15				443847	[111, 112, 40034, 34273]							PreservedSpecimen	282.0				false		IO/SS/BRC/00256	Malacostraca	1071	voucher specimen collections					India							2020-12-31	1575072000000	1575072000000	1575072000000	2019		10.67	80.38		272.0														2019-11-30	39213		10:00:00		Retroplumidae	246446										Retropluma	246447													Benthic							Saint Laurent M. de (1989) La nouvelle famille des Retroplumoidea Gill, 1894 (Decapoda, Brachyura): syst?matique, affinit?s et ?volution. In: J. Forest (?ditor), R?sultats des Campagnes MUSORSTOM, Volume 5. M?moires du Mus?um national d?Histoire naturelle, (A), 144: 103-179.			Vinay P. Padate, CMLRE		3							Brachyura	106673				CMLRE				Animalia	2								Adult		East off Velankanni, Tamil Nadu					true				272.0						272.0													IO/SS/BRC/00256		present	Decapoda	1130										CMLRE									Arthropoda			1065														Chain dredge	Retropluma notopus		urn:lsid:marinespecies.org:taxname:443847	Eubrachyura	106679	Male	57496.0	Retropluma notopus	443847		33.23	28.73			Eumalacostraca	1086											Pleocyemata	106670	Crustacea			1066	Heterotremata	106680									Multicrustacea	845959			Retroplumoidea	439096	Eucarida	1089																														Bay of Bengal			Retropluma notopus	[]	false	false
31d93350-097e-456c-8e12-8af658c1107b	a09fee0a-848c-4968-a57d-c10742b0a7d1				443848	[111, 112, 40034, 34273]							PreservedSpecimen	282.0				false		IO/SS/BRC/00257	Malacostraca	1071	voucher specimen collections					India							2020-12-31	1575072000000	1575072000000	1575072000000	2019		10.67	80.38		272.0														2019-11-30	39213		10:00:00		Retroplumidae	246446										Retropluma	246447													Benthic							Saint Laurent M. de (1989) La nouvelle famille des Retroplumoidea Gill, 1894 (Decapoda, Brachyura): syst?matique, affinit?s et ?volution. In: J. Forest (?ditor), R?sultats des Campagnes MUSORSTOM, Volume 5. M?moires du Mus?um national d?Histoire naturelle, (A), 144: 103-179.			Vinay P. Padate, CMLRE		5							Brachyura	106673				CMLRE				Animalia	2								Adult		East off Velankanni, Tamil Nadu					true				272.0						272.0													IO/SS/BRC/00257		present	Decapoda	1130										CMLRE									Arthropoda			1065														Chain dredge	Retropluma plumosa		urn:lsid:marinespecies.org:taxname:443848	Eubrachyura	106679	Female	57496.0	Retropluma plumosa	443848		33.23	28.73			Eumalacostraca	1086											Pleocyemata	106670	Crustacea			1066	Heterotremata	106680									Multicrustacea	845959			Retroplumoidea	439096	Eucarida	1089																														Bay of Bengal			Retropluma notopus	[]	false	false
31d93350-097e-456c-8e12-8af658c1107b	023fc3c7-bfc1-426d-8d51-7b0ac5c0ebca				440212	[112, 113, 40034, 34274]							PreservedSpecimen	1408.0				false		IO/SS/BRC/00258	Malacostraca	1071	voucher specimen collections					India							2020-02-04	1284508800000	1284508800000	1284508800000	2010		10.9	93.07		213.0														2010-09-15	28016		18:33:00		Homolidae	106744										Paromolopsis	439387													Benthic							Guinot D. and Richer de Forges B. (1995) Crustacea Decapoda Brachyura: R?vision de la famille des Homolidae de Haan, 1839. In: (A. Crosnier, editor) R?sultats des Campagnes MUSORSTOM, Volume 13. M?moires du Mus?um national d?Histoire naturelle, 163, pp. 283-517.			Vinay P. Padate, CMLRE		2							Brachyura	106673				CMLRE				Animalia	2								Adult		East off Little Andaman Island					true				213.0						213.0													IO/SS/BRC/00258		present	Decapoda	1130										CMLRE									Arthropoda			1065														Expo model trawl	Paromolopsis boasi		urn:lsid:marinespecies.org:taxname:440212	Homoloida	1646248	Male	44774.0	Paromolopsis boasi	440212		32.33	28.89			Eumalacostraca	1086											Pleocyemata	106670	Crustacea			1066											Multicrustacea	845959			Homoloidea	106692	Eucarida	1089																														Andaman Sea			Paromolopsis boasi	[]	false	false
31d93350-097e-456c-8e12-8af658c1107b	4a516792-4b35-436c-a3aa-cbb307241787				440224	[111, 112, 40032, 34269]							PreservedSpecimen	631.0				false		IO/SS/BRC/00259	Malacostraca	1071	voucher specimen collections					India							2020-02-07	1575504000000	1575504000000	1575504000000	2019		8.23	76.49		600.0														2019-12-05	39220		12:00:00		Lyreididae	877400										Lysirude	415589													Benthic							Goeke G.D. (1985) Decapod Crustacea: Raninidae. In: (A. Crosnier, editor) R?sultats des Campagnes MUSORSTOM, Volume 2. M?moires du Mus?um national d?Histoire naturelle, s?rie A, Zoology, 133: 205-228.			Vinay P. Padate, CMLRE		1							Brachyura	106673				CMLRE				Animalia	2								Adult		Southwest off Kovalam, Kerala					true				600.0						600.0													IO/SS/BRC/00259		present	Decapoda	1130										CMLRE									Arthropoda			1065														Chain dredge	Lysirude channeri		urn:lsid:marinespecies.org:taxname:440224	Raninoida	1646246	Female	53378.0	Lysirude channeri	440224		34.37	28.45			Eumalacostraca	1086			Lyreidinae	439176							Pleocyemata	106670	Crustacea			1066											Multicrustacea	845959			Raninoidea	106705	Eucarida	1089																														Arabian Sea			Lysirude channeri	[]	false	false
31d93350-097e-456c-8e12-8af658c1107b	f2faf5eb-0de8-4026-a4f2-ea281f462d30				440241	[111, 112, 40032, 34269]							PreservedSpecimen	57.0				false		IO/SS/BRC/00260	Malacostraca	1071	voucher specimen collections					India							2020-02-07	1575417600000	1575417600000	1575417600000	2019		7.68	77.51		65.0														2019-12-04	39216		09:30:00		Raninidae	106771										Notosceles	205186													Benthic							Goeke G.D. (1985) Decapod Crustacea: Raninidae. In: (A. Crosnier, editor) R?sultats des Campagnes MUSORSTOM, Volume 2. M?moires du Mus?um national d?Histoire naturelle, s?rie A, Zoology, 133: 205-228.			Vinay P. Padate, CMLRE		5							Brachyura	106673				CMLRE				Animalia	2								Adult		South off Kanyakumari, Tamil Nadu					true				65.0						65.0													IO/SS/BRC/00260		present	Decapoda	1130										CMLRE									Arthropoda			1065														Chain dredge	Notosceles serratifrons		urn:lsid:marinespecies.org:taxname:440241	Raninoida	1646246	Male	44157.0	Notosceles serratifrons	440241		34.3	27.95			Eumalacostraca	1086			Raninoidinae	439179							Pleocyemata	106670	Crustacea			1066											Multicrustacea	845959			Raninoidea	106705	Eucarida	1089																														Arabian Sea			Notosceles serratifrons	[]	false	false
31d93350-097e-456c-8e12-8af658c1107b	532da2fe-a982-48de-bf12-a41959ea3667				440241	[111, 112, 40032, 34269]							PreservedSpecimen	57.0				false		IO/SS/BRC/00261	Malacostraca	1071	voucher specimen collections					India							2020-02-07	1575417600000	1575417600000	1575417600000	2019		7.68	77.51		65.0														2019-12-04	39216		09:30:00		Raninidae	106771										Notosceles	205186													Benthic							Goeke G.D. (1985) Decapod Crustacea: Raninidae. In: (A. Crosnier, editor) R?sultats des Campagnes MUSORSTOM, Volume 2. M?moires du Mus?um national d?Histoire naturelle, s?rie A, Zoology, 133: 205-228.			Vinay P. Padate, CMLRE		8							Brachyura	106673				CMLRE				Animalia	2								Adult		South off Kanyakumari, Tamil Nadu					true				65.0						65.0													IO/SS/BRC/00261		present	Decapoda	1130										CMLRE									Arthropoda			1065														Chain dredge	Notosceles serratifrons		urn:lsid:marinespecies.org:taxname:440241	Raninoida	1646246	Female	44157.0	Notosceles serratifrons	440241		34.3	27.95			Eumalacostraca	1086			Raninoidinae	439179							Pleocyemata	106670	Crustacea			1066											Multicrustacea	845959			Raninoidea	106705	Eucarida	1089																														Arabian Sea			Notosceles serratifrons	[]	false	false
31d93350-097e-456c-8e12-8af658c1107b	5ff803bd-c60b-427c-a130-6b8b4a636765				440241	[111, 112, 40032, 34269]							PreservedSpecimen	94.0				false		IO/SS/BRC/00262	Malacostraca	1071	voucher specimen collections					India							2020-02-07	1241481600000	1241481600000	1241481600000	2009		8.47	76.49		101.0														2009-05-05	267I05		07:32:00		Raninidae	106771										Notosceles	205186													Benthic							Goeke G.D. (1985) Decapod Crustacea: Raninidae. In: (A. Crosnier, editor) R?sultats des Campagnes MUSORSTOM, Volume 2. M?moires du Mus?um national d?Histoire naturelle, s?rie A, Zoology, 133: 205-228.			Vinay P. Padate, CMLRE		6							Brachyura	106673				CMLRE				Animalia	2								Adult		Southwest off Trivandrum, Kerala					true				101.0						101.0													IO/SS/BRC/00262		present	Decapoda	1130										CMLRE									Arthropoda			1065														Naturalist dredge	Notosceles serratifrons		urn:lsid:marinespecies.org:taxname:440241	Raninoida	1646246	Female	36801.0	Notosceles serratifrons	440241		34.36	28.36			Eumalacostraca	1086			Raninoidinae	439179							Pleocyemata	106670	Crustacea			1066											Multicrustacea	845959			Raninoidea	106705	Eucarida	1089																														Arabian Sea			Notosceles serratifrons	[]	false	false
31d93350-097e-456c-8e12-8af658c1107b	ab062b03-8ab7-43c2-a504-17ba562a80c7				440421	[111, 112, 40032, 34269]							PreservedSpecimen	31.0				false		IO/SS/BRC/00263	Malacostraca	1071	voucher specimen collections					India							2020-02-10	1243987200000	1243987200000	1243987200000	2009		9.0	76.39		100.0														2009-06-03	267I15		13:07:00		Dorippidae	106754										Dorippoides	439243													Benthic							Holthuis L.B. and Manning R.B. (1990) Crabs of the subfamily Dorippinae MacLeay, 1838, from the Indo-West Pacific region (Crustacea: Decapoda: Dorippidae). Researches on Crustacea, Special Number 3: 1?151.			Vinay P. Padate, CMLRE		2							Brachyura	106673				CMLRE				Animalia	2								Adult		West off Chavara, Kerala					true				100.0						100.0													IO/SS/BRC/00263		present	Decapoda	1130										CMLRE									Arthropoda			1065														Naturalist dredge	Dorippoides nudipes		urn:lsid:marinespecies.org:taxname:440421	Eubrachyura	106679	Male	13532.0	Dorippoides nudipes	440421		34.38	28.29			Eumalacostraca	1086			Dorippoidinae	1714802							Pleocyemata	106670	Crustacea			1066	Heterotremata	106680									Multicrustacea	845959			Dorippoidea	106697	Eucarida	1089																														Arabian Sea			Dorippoides nudipes	[DEPTH_EXCEEDS_BATH]	false	false
31d93350-097e-456c-8e12-8af658c1107b	5b48c27d-b5be-4731-a8bf-c67257ac0333				440469	[111, 112, 10011, 40032, 34268]							PreservedSpecimen	995.0				false		IO/SS/BRC/00264	Malacostraca	1071	voucher specimen collections					India							2020-02-11	1519776000000	1519776000000	1519776000000	2018		14.39	73.03		957.0														2018-02-28	37205		11:52:00		Ethusidae	439028										Ethusina	106883													Benthic							Castro P. (2005) Crabs of the Subfamily Ethusinae Guinot, 1977 (Crustacea, Decapoda, Brachyura, Dorippidae) of the Indo-West Pacific region. Zoosystema, 27 (3): 499-600.			Vinay P. Padate, CMLRE		2							Brachyura	106673				CMLRE				Animalia	2								Adult		Northwest off Honnavar, Karnataka					true				957.0						957.0													IO/SS/BRC/00264		present	Decapoda	1130										CMLRE									Arthropoda			1065														HSDT (CV)	Ethusina gracilipes		urn:lsid:marinespecies.org:taxname:440469	Eubrachyura	106679	Male	120025.0	Ethusina gracilipes	440469		35.4	28.82			Eumalacostraca	1086											Pleocyemata	106670	Crustacea			1066	Heterotremata	106680									Multicrustacea	845959			Dorippoidea	106697	Eucarida	1089																														Arabian Sea			Ethusina gracilipes	[]	false	false
31d93350-097e-456c-8e12-8af658c1107b	44bcb750-9ad0-45c6-8064-d4125341fb41				440469	[111, 112, 40034, 34273]							PreservedSpecimen	718.0				false		IO/SS/BRC/00265	Malacostraca	1071	voucher specimen collections					India							2020-02-11	1573862400000	1573862400000	1573862400000	2019		19.95	87.01		725.0														2019-11-16	39121		13:40:00		Ethusidae	439028										Ethusina	106883													Benthic							Castro P. (2005) Crabs of the Subfamily Ethusinae Guinot, 1977 (Crustacea, Decapoda, Brachyura, Dorippidae) of the Indo-West Pacific region. Zoosystema, 27 (3): 499-600.			Vinay P. Padate, CMLRE		1							Brachyura	106673				CMLRE				Animalia	2								Adult		Southeast off Paradeep, Odisha					true				725.0						725.0													IO/SS/BRC/00265		present	Decapoda	1130										CMLRE									Arthropoda			1065														Chain dredge	Ethusina gracilipes		urn:lsid:marinespecies.org:taxname:440469	Eubrachyura	106679	Male	48382.0	Ethusina gracilipes	440469		29.39	28.18			Eumalacostraca	1086											Pleocyemata	106670	Crustacea			1066	Heterotremata	106680									Multicrustacea	845959			Dorippoidea	106697	Eucarida	1089																														Bay of Bengal			Ethusina gracilipes	[]	false	false
31d93350-097e-456c-8e12-8af658c1107b	1554884f-3e4b-4e5c-a9c0-287d6e992542				1061758	[111, 112, 40032, 34268]							PreservedSpecimen	60.0				false		IO/SS/BRC/00266	Malacostraca	1071	voucher specimen collections					India							2020-02-03	1519257600000	1519257600000	1519257600000	2018		22.49	68.19		72.0														2018-02-22	37201		15:30:00		Portunidae	106763										Portunus	106930													Benthic							Stephenson W. (1972) An annotated check-list and key to the Indo-West Pacific swimming crabs (Crustacea: Decapoda: Portunidae). Bulletin of the Royal Society of New Zealand, 10: 1-64.			Vinay P. Padate, CMLRE		1							Brachyura	106673				CMLRE				Animalia	2								Adult		Northwest off Dwarka, Gujarat					true				72.0						72.0													IO/SS/BRC/00266		present	Decapoda	1130										CMLRE									Arthropoda			1065														HSDT (CV)	Portunus sanguinolentus		urn:lsid:marinespecies.org:taxname:1061758	Eubrachyura	106679	Male	79238.0	Portunus sanguinolentus	1061758		35.79	27.25			Eumalacostraca	1086			Portuninae	148430							Pleocyemata	106670	Crustacea			1066	Heterotremata	106680									Multicrustacea	845959			Portunoidea	106702	Eucarida	1089																														Arabian Sea	true		Portunus sanguinolentus	[]	false	false
31d93350-097e-456c-8e12-8af658c1107b	53edb9c1-1e51-482f-9791-985a0d5d7b20				1061758	[111, 112, 40032, 34268]							PreservedSpecimen	60.0				false		IO/SS/BRC/00267	Malacostraca	1071	voucher specimen collections					India							2020-02-03	1519257600000	1519257600000	1519257600000	2018		22.49	68.19		72.0														2018-02-22	37201		15:30:00		Portunidae	106763										Portunus	106930													Benthic							Stephenson W. (1972) An annotated check-list and key to the Indo-West Pacific swimming crabs (Crustacea: Decapoda: Portunidae). Bulletin of the Royal Society of New Zealand, 10: 1-64.			Vinay P. Padate, CMLRE		1							Brachyura	106673				CMLRE				Animalia	2								Adult		Northwest off Dwarka, Gujarat					true				72.0						72.0													IO/SS/BRC/00267		present	Decapoda	1130										CMLRE									Arthropoda			1065														HSDT (CV)	Portunus sanguinolentus		urn:lsid:marinespecies.org:taxname:1061758	Eubrachyura	106679	Female	79238.0	Portunus sanguinolentus	1061758		35.79	27.25			Eumalacostraca	1086			Portuninae	148430							Pleocyemata	106670	Crustacea			1066	Heterotremata	106680									Multicrustacea	845959			Portunoidea	106702	Eucarida	1089																														Arabian Sea	true		Portunus sanguinolentus	[]	false	false
