Total Number of Records          76555.
             DATA SET: /home/las/datasets/pCO2/pCO2-Corrected_INCOIS-BIO-ROMS.nc
             X: 0.5 to 76555.5
 Column  1: DATETIME is Time String
 Column  2: TIME is Time Coordinates (days since 24-JAN-1980 00:00:00)   BAD FLAG : -1.E+34
 Column  3: LON is Longitude (degrees_east)   BAD FLAG : -1.E+34
 Column  4: LAT is Latitude (degrees_north)   BAD FLAG : -1.E+34
 Column  5: SSS is Sea-surface salinity (IBR model) (PSU)   BAD FLAG : -1.E+34
DATETIME,TIME,LON,LAT,SSS
"28-FEB-2019",14280,74.8333,5.26743,34.9836  
"28-FEB-2019",14280,74.9167,5.26743,34.978  
"28-FEB-2019",14280,75,5.26743,34.9713  
"28-FEB-2019",14280,75.0833,5.26743,34.9671  
"28-FEB-2019",14280,75.1667,5.26743,34.964  
"28-FEB-2019",14280,75.25,5.26743,34.9653  
"28-FEB-2019",14280,75.3333,5.26743,34.9665  
"28-FEB-2019",14280,75.4167,5.26743,34.9683  
"28-FEB-2019",14280,75.5,5.26743,34.9727  
"28-FEB-2019",14280,75.5833,5.26743,34.9762  
"28-FEB-2019",14280,75.6667,5.26743,34.9805  
"28-FEB-2019",14280,75.75,5.26743,34.9858  
"28-FEB-2019",14280,75.8333,5.26743,34.9865  
"28-FEB-2019",14280,75.9167,5.26743,34.9852  
"28-FEB-2019",14280,76,5.26743,34.9777  
"28-FEB-2019",14280,76.0833,5.26743,34.969  
"28-FEB-2019",14280,76.1667,5.26743,34.9581  
"28-FEB-2019",14280,76.25,5.26743,34.947  
"28-FEB-2019",14280,76.3333,5.26743,34.935  
"28-FEB-2019",14280,76.4167,5.26743,34.9238  
"28-FEB-2019",14280,76.5,5.26743,34.9139  
"28-FEB-2019",14280,76.5833,5.26743,34.9052  
"28-FEB-2019",14280,76.6667,5.26743,34.8987  
"28-FEB-2019",14280,76.75,5.26743,34.8926  
"28-FEB-2019",14280,76.8333,5.26743,34.8875  
"28-FEB-2019",14280,76.9167,5.26743,34.8817  
"28-FEB-2019",14280,77,5.26743,34.8786  
"28-FEB-2019",14280,77.0833,5.26743,34.8742  
"28-FEB-2019",14280,77.1667,5.26743,34.8706  
"28-FEB-2019",14280,77.25,5.26743,34.8667  
"28-FEB-2019",14280,77.3333,5.26743,34.8604  
"28-FEB-2019",14280,77.4167,5.26743,34.8552  
"28-FEB-2019",14280,77.5,5.26743,34.8481  
"28-FEB-2019",14280,77.5833,5.26743,34.8426  
"28-FEB-2019",14280,77.6667,5.26743,34.8373  
"28-FEB-2019",14280,77.75,5.26743,34.8309  
"28-FEB-2019",14280,77.8333,5.26743,34.8252  
"28-FEB-2019",14280,77.9167,5.26743,34.8195  
"28-FEB-2019",14280,78,5.26743,34.8137  
"28-FEB-2019",14280,78.0833,5.26743,34.8083  
"28-FEB-2019",14280,78.1667,5.26743,34.8034  
"28-FEB-2019",14280,78.25,5.26743,34.7971  
"28-FEB-2019",14280,78.3333,5.26743,34.7904  
"28-FEB-2019",14280,78.4167,5.26743,34.7813  
"28-FEB-2019",14280,78.5,5.26743,34.7705  
"28-FEB-2019",14280,78.5833,5.26743,34.7585  
"28-FEB-2019",14280,78.6667,5.26743,34.7445  
"28-FEB-2019",14280,78.75,5.26743,34.7321  
"28-FEB-2019",14280,78.8333,5.26743,34.7241  
"28-FEB-2019",14280,78.9167,5.26743,34.7171  
"28-FEB-2019",14280,79,5.26743,34.7116  
"28-FEB-2019",14280,79.0833,5.26743,34.7059  
"28-FEB-2019",14280,79.1667,5.26743,34.7016  
"28-FEB-2019",14280,79.25,5.26743,34.698  
"28-FEB-2019",14280,79.3333,5.26743,34.6949  
"28-FEB-2019",14280,79.4167,5.26743,34.6915  
"28-FEB-2019",14280,79.5,5.26743,34.6871  
"28-FEB-2019",14280,79.5833,5.26743,34.6825  
"28-FEB-2019",14280,79.6667,5.26743,34.6715  
"28-FEB-2019",14280,79.75,5.26743,34.6587  
"28-FEB-2019",14280,79.8333,5.26743,34.645  
"28-FEB-2019",14280,79.9167,5.26743,34.6315  
"28-FEB-2019",14280,80,5.26743,34.6057  
"28-FEB-2019",14280,80.0833,5.26743,34.5798  
"28-FEB-2019",14280,80.1667,5.26743,34.5524  
"28-FEB-2019",14280,80.25,5.26743,34.5397  
"28-FEB-2019",14280,80.3333,5.26743,34.5333  
"28-FEB-2019",14280,80.4167,5.26743,34.5313  
"28-FEB-2019",14280,80.5,5.26743,34.5281  
"28-FEB-2019",14280,80.5833,5.26743,34.5342  
"28-FEB-2019",14280,80.6667,5.26743,34.5478  
"28-FEB-2019",14280,80.75,5.26743,34.5737  
"28-FEB-2019",14280,80.8333,5.26743,34.5836  
"28-FEB-2019",14280,80.9167,5.26743,34.5971  
"28-FEB-2019",14280,81,5.26743,34.6034  
"28-FEB-2019",14280,81.0833,5.26743,34.6146  
"28-FEB-2019",14280,81.1667,5.26743,34.6107  
"28-FEB-2019",14280,81.25,5.26743,34.6196  
"28-FEB-2019",14280,81.3333,5.26743,34.6182  
"28-FEB-2019",14280,81.4167,5.26743,34.6256  
"28-FEB-2019",14280,81.5,5.26743,34.6273  
"28-FEB-2019",14280,81.5833,5.26743,34.6392  
"28-FEB-2019",14280,81.6667,5.26743,34.6397  
"28-FEB-2019",14280,81.75,5.26743,34.6475  
"28-FEB-2019",14280,81.8333,5.26743,34.6385  
"28-FEB-2019",14280,81.9167,5.26743,34.6363  
"28-FEB-2019",14280,82,5.26743,34.623  
"28-FEB-2019",14280,82.0833,5.26743,34.6176  
"28-FEB-2019",14280,82.1667,5.26743,34.607  
"28-FEB-2019",14280,82.25,5.26743,34.6009  
"28-FEB-2019",14280,82.3333,5.26743,34.5949  
"28-FEB-2019",14280,82.4167,5.26743,34.5892  
"28-FEB-2019",14280,82.5,5.26743,34.5867  
"28-FEB-2019",14280,82.5833,5.26743,34.5795  
"28-FEB-2019",14280,82.6667,5.26743,34.5776  
"28-FEB-2019",14280,82.75,5.26743,34.5695  
"28-FEB-2019",14280,82.8333,5.26743,34.5676  
"28-FEB-2019",14280,82.9167,5.26743,34.5623  
"28-FEB-2019",14280,83,5.26743,34.5572  
"28-FEB-2019",14280,83.0833,5.26743,34.5549  
"28-FEB-2019",14280,83.1667,5.26743,34.5492  
"28-FEB-2019",14280,83.25,5.26743,34.5467  
"28-FEB-2019",14280,83.3333,5.26743,34.5399  
"28-FEB-2019",14280,83.4167,5.26743,34.5327  
"28-FEB-2019",14280,83.5,5.26743,34.5304  
"28-FEB-2019",14280,83.5833,5.26743,34.5191  
"28-FEB-2019",14280,83.6667,5.26743,34.5203  
"28-FEB-2019",14280,83.75,5.26743,34.5046  
"28-FEB-2019",14280,83.8333,5.26743,34.5058  
"28-FEB-2019",14280,83.9167,5.26743,34.4871  
"28-FEB-2019",14280,84,5.26743,34.4826  
"28-FEB-2019",14280,84.0833,5.26743,34.4685  
"28-FEB-2019",14280,84.1667,5.26743,34.4611  
"28-FEB-2019",14280,84.25,5.26743,34.4497  
"28-FEB-2019",14280,84.3333,5.26743,34.4379  
"28-FEB-2019",14280,84.4167,5.26743,34.4278  
"28-FEB-2019",14280,84.5,5.26743,34.4114  
"28-FEB-2019",14280,84.5833,5.26743,34.4093  
"28-FEB-2019",14280,84.6667,5.26743,34.3932  
"28-FEB-2019",14280,84.75,5.26743,34.39  
"28-FEB-2019",14280,84.8333,5.26743,34.3794  
"28-FEB-2019",14280,84.9167,5.26743,34.3747  
"28-FEB-2019",14280,85,5.26743,34.3681  
"28-FEB-2019",14280,85.0833,5.26743,34.3615  
"28-FEB-2019",14280,85.1667,5.26743,34.3614  
"28-FEB-2019",14280,85.25,5.26743,34.3552  
"28-FEB-2019",14280,85.3333,5.26743,34.3579  
"28-FEB-2019",14280,85.4167,5.26743,34.3539  
"28-FEB-2019",14280,85.5,5.26743,34.3625  
"28-FEB-2019",14280,85.5833,5.26743,34.3591  
"28-FEB-2019",14280,85.6667,5.26743,34.3696  
"28-FEB-2019",14280,85.75,5.26743,34.3703  
"28-FEB-2019",14280,85.8333,5.26743,34.3764  
"28-FEB-2019",14280,85.9167,5.26743,34.3787  
"28-FEB-2019",14280,86,5.26743,34.3823  
"28-FEB-2019",14280,86.0833,5.26743,34.3856  
"28-FEB-2019",14280,86.1667,5.26743,34.3867  
"28-FEB-2019",14280,86.25,5.26743,34.3955  
"28-FEB-2019",14280,86.3333,5.26743,34.4002  
"28-FEB-2019",14280,86.4167,5.26743,34.4103  
"28-FEB-2019",14280,86.5,5.26743,34.4132  
"28-FEB-2019",14280,86.5833,5.26743,34.4192  
"28-FEB-2019",14280,86.6667,5.26743,34.4189  
"28-FEB-2019",14280,86.75,5.26743,34.4186  
"28-FEB-2019",14280,86.8333,5.26743,34.4176  
"28-FEB-2019",14280,86.9167,5.26743,34.4165  
"28-FEB-2019",14280,87,5.26743,34.4141  
"28-FEB-2019",14280,87.0833,5.26743,34.4143  
"28-FEB-2019",14280,87.1667,5.26743,34.4072  
"28-FEB-2019",14280,87.25,5.26743,34.4101  
"28-FEB-2019",14280,87.3333,5.26743,34.4029  
"28-FEB-2019",14280,87.4167,5.26743,34.4063  
"28-FEB-2019",14280,87.5,5.26743,34.4052  
"28-FEB-2019",14280,87.5833,5.26743,34.4063  
"28-FEB-2019",14280,87.6667,5.26743,34.4093  
"28-FEB-2019",14280,87.75,5.26743,34.4103  
"28-FEB-2019",14280,87.8333,5.26743,34.4144  
"28-FEB-2019",14280,87.9167,5.26743,34.4163  
"28-FEB-2019",14280,88,5.26743,34.4233  
"28-FEB-2019",14280,88.0833,5.26743,34.4262  
"28-FEB-2019",14280,88.1667,5.26743,34.4297  
"28-FEB-2019",14280,88.25,5.26743,34.4377  
"28-FEB-2019",14280,88.3333,5.26743,34.4471  
"28-FEB-2019",14280,88.4167,5.26743,34.451  
"28-FEB-2019",14280,88.5,5.26743,34.4625  
"28-FEB-2019",14280,88.5833,5.26743,34.4688  
"28-FEB-2019",14280,88.6667,5.26743,34.4754  
"28-FEB-2019",14280,88.75,5.26743,34.4761  
"28-FEB-2019",14280,88.8333,5.26743,34.4799  
"28-FEB-2019",14280,88.9167,5.26743,34.4824  
"28-FEB-2019",14280,89,5.26743,34.4845  
"28-FEB-2019",14280,89.0833,5.26743,34.484  
"28-FEB-2019",14280,89.1667,5.26743,34.4831  
"28-FEB-2019",14280,89.25,5.26743,34.4798  
"28-FEB-2019",14280,89.3333,5.26743,34.4797  
"28-FEB-2019",14280,89.4167,5.26743,34.4782  
"28-FEB-2019",14280,89.5,5.26743,34.4765  
"28-FEB-2019",14280,89.5833,5.26743,34.4719  
"28-FEB-2019",14280,89.6667,5.26743,34.4633  
"28-FEB-2019",14280,89.75,5.26743,34.4549  
"28-FEB-2019",14280,89.8333,5.26743,34.4401  
"28-FEB-2019",14280,89.9167,5.26743,34.4333  
"28-FEB-2019",14280,90,5.26743,34.4289  
"28-FEB-2019",14280,90.0833,5.26743,34.427  
"28-FEB-2019",14280,90.1667,5.26743,34.4248  
"28-FEB-2019",14280,90.25,5.26743,34.4247  
"28-FEB-2019",14280,90.3333,5.26743,34.4215  
"28-FEB-2019",14280,90.4167,5.26743,34.4229  
"28-FEB-2019",14280,90.5,5.26743,34.4134  
"28-FEB-2019",14280,90.5833,5.26743,34.4173  
"28-FEB-2019",14280,90.6667,5.26743,34.4037  
"28-FEB-2019",14280,90.75,5.26743,34.4043  
"28-FEB-2019",14280,90.8333,5.26743,34.396  
"28-FEB-2019",14280,90.9167,5.26743,34.4004  
"28-FEB-2019",14280,91,5.26743,34.3978  
"28-FEB-2019",14280,91.0833,5.26743,34.3931  
"28-FEB-2019",14280,91.1667,5.26743,34.3945  
"28-FEB-2019",14280,65.8333,5.35041,35.0506  
"28-FEB-2019",14280,65.9167,5.35041,35.0468  
"28-FEB-2019",14280,66,5.35041,35.0427  
"28-FEB-2019",14280,66.0833,5.35041,35.0395  
"28-FEB-2019",14280,66.1667,5.35041,35.0356  
"28-FEB-2019",14280,66.25,5.35041,35.033  
"28-FEB-2019",14280,66.3333,5.35041,35.0301  
"28-FEB-2019",14280,66.4167,5.35041,35.028  
"28-FEB-2019",14280,66.5,5.35041,35.0264  
"28-FEB-2019",14280,66.5833,5.35041,35.0246  
"28-FEB-2019",14280,66.6667,5.35041,35.0234  
"28-FEB-2019",14280,66.75,5.35041,35.0213  
"28-FEB-2019",14280,66.8333,5.35041,35.0204  
"28-FEB-2019",14280,66.9167,5.35041,35.0178  
"28-FEB-2019",14280,67,5.35041,35.0173  
"28-FEB-2019",14280,67.0833,5.35041,35.0157  
"28-FEB-2019",14280,67.1667,5.35041,35.015  
"28-FEB-2019",14280,67.25,5.35041,35.0143  
"28-FEB-2019",14280,67.3333,5.35041,35.0145  
"28-FEB-2019",14280,67.4167,5.35041,35.0145  
"28-FEB-2019",14280,67.5,5.35041,35.0139  
"28-FEB-2019",14280,67.5833,5.35041,35.013  
"28-FEB-2019",14280,67.6667,5.35041,35.0126  
"28-FEB-2019",14280,67.75,5.35041,35.011  
"28-FEB-2019",14280,67.8333,5.35041,35.0098  
"28-FEB-2019",14280,67.9167,5.35041,35.0062  
"28-FEB-2019",14280,68,5.35041,35.0017  
"28-FEB-2019",14280,68.0833,5.35041,34.997  
"28-FEB-2019",14280,68.1667,5.35041,34.9902  
"28-FEB-2019",14280,68.25,5.35041,34.9853  
"28-FEB-2019",14280,68.3333,5.35041,34.9799  
"28-FEB-2019",14280,68.4167,5.35041,34.9757  
"28-FEB-2019",14280,68.5,5.35041,34.9712  
"28-FEB-2019",14280,68.5833,5.35041,34.9673  
"28-FEB-2019",14280,68.6667,5.35041,34.9638  
"28-FEB-2019",14280,68.75,5.35041,34.9613  
"28-FEB-2019",14280,68.8333,5.35041,34.96  
"28-FEB-2019",14280,68.9167,5.35041,34.9567  
"28-FEB-2019",14280,69,5.35041,34.9555  
"28-FEB-2019",14280,69.0833,5.35041,34.9514  
"28-FEB-2019",14280,69.1667,5.35041,34.9532  
"28-FEB-2019",14280,69.25,5.35041,34.9529  
"28-FEB-2019",14280,69.3333,5.35041,34.9558  
"28-FEB-2019",14280,69.4167,5.35041,34.956  
"28-FEB-2019",14280,69.5,5.35041,34.9581  
"28-FEB-2019",14280,69.5833,5.35041,34.9592  
"28-FEB-2019",14280,69.6667,5.35041,34.9623  
"28-FEB-2019",14280,69.75,5.35041,34.9638  
"28-FEB-2019",14280,69.8333,5.35041,34.9681  
"28-FEB-2019",14280,69.9167,5.35041,34.9712  
"28-FEB-2019",14280,70,5.35041,34.9752  
"28-FEB-2019",14280,70.0833,5.35041,34.9786  
"28-FEB-2019",14280,70.1667,5.35041,34.9835  
"28-FEB-2019",14280,70.25,5.35041,34.9884  
"28-FEB-2019",14280,70.3333,5.35041,34.9937  
"28-FEB-2019",14280,70.4167,5.35041,35.0003  
"28-FEB-2019",14280,70.5,5.35041,35.0045  
"28-FEB-2019",14280,70.5833,5.35041,35.0103  
"28-FEB-2019",14280,70.6667,5.35041,35.0148  
"28-FEB-2019",14280,70.75,5.35041,35.0177  
"28-FEB-2019",14280,70.8333,5.35041,35.0208  
"28-FEB-2019",14280,70.9167,5.35041,35.0223  
"28-FEB-2019",14280,71,5.35041,35.0235  
"28-FEB-2019",14280,71.0833,5.35041,35.024  
"28-FEB-2019",14280,71.1667,5.35041,35.0241  
"28-FEB-2019",14280,71.25,5.35041,35.0239  
"28-FEB-2019",14280,71.3333,5.35041,35.0239  
"28-FEB-2019",14280,71.4167,5.35041,35.0236  
"28-FEB-2019",14280,71.5,5.35041,35.0244  
"28-FEB-2019",14280,71.5833,5.35041,35.0235  
"28-FEB-2019",14280,71.6667,5.35041,35.0246  
"28-FEB-2019",14280,71.75,5.35041,35.0249  
"28-FEB-2019",14280,71.8333,5.35041,35.0264  
"28-FEB-2019",14280,71.9167,5.35041,35.0266  
"28-FEB-2019",14280,72,5.35041,35.0263  
"28-FEB-2019",14280,72.0833,5.35041,35.0237  
"28-FEB-2019",14280,72.1667,5.35041,35.0226  
"28-FEB-2019",14280,72.25,5.35041,35.0192  
"28-FEB-2019",14280,72.3333,5.35041,35.0167  
"28-FEB-2019",14280,72.4167,5.35041,35.0132  
"28-FEB-2019",14280,72.5,5.35041,35.0131  
"28-FEB-2019",14280,72.5833,5.35041,35.0136  
"28-FEB-2019",14280,72.6667,5.35041,35.0162  
"28-FEB-2019",14280,72.75,5.35041,35.0207  
"28-FEB-2019",14280,72.8333,5.35041,35.0242  
"28-FEB-2019",14280,72.9167,5.35041,35.0238  
"28-FEB-2019",14280,73,5.35041,35.0208  
"28-FEB-2019",14280,73.0833,5.35041,35.0161  
"28-FEB-2019",14280,73.1667,5.35041,35.0031  
"28-FEB-2019",14280,73.25,5.35041,35.012  
"28-FEB-2019",14280,73.3333,5.35041,35.0071  
"28-FEB-2019",14280,73.4167,5.35041,35.0163  
"28-FEB-2019",14280,73.5,5.35041,35.0121  
"28-FEB-2019",14280,73.5833,5.35041,35.0225  
"28-FEB-2019",14280,73.6667,5.35041,35.0233  
"28-FEB-2019",14280,73.75,5.35041,35.0311  
"28-FEB-2019",14280,73.8333,5.35041,35.0323  
"28-FEB-2019",14280,73.9167,5.35041,35.0378  
"28-FEB-2019",14280,74,5.35041,35.0422  
"28-FEB-2019",14280,74.0833,5.35041,35.0505  
"28-FEB-2019",14280,74.1667,5.35041,35.057  
"28-FEB-2019",14280,74.25,5.35041,35.0555  
"28-FEB-2019",14280,74.3333,5.35041,35.0474  
"28-FEB-2019",14280,74.4167,5.35041,35.033  
"28-FEB-2019",14280,74.5,5.35041,35.0237  
"28-FEB-2019",14280,74.5833,5.35041,35.0131  
"28-FEB-2019",14280,74.6667,5.35041,35.0104  
"28-FEB-2019",14280,74.75,5.35041,35.0057  
"28-FEB-2019",14280,74.8333,5.35041,34.9963  
"28-FEB-2019",14280,74.9167,5.35041,34.9896  
"28-FEB-2019",14280,75,5.35041,34.9784  
"28-FEB-2019",14280,75.0833,5.35041,34.9729  
"28-FEB-2019",14280,75.1667,5.35041,34.9669  
"28-FEB-2019",14280,75.25,5.35041,34.9642  
"28-FEB-2019",14280,75.3333,5.35041,34.9634  
"28-FEB-2019",14280,75.4167,5.35041,34.964  
"28-FEB-2019",14280,75.5,5.35041,34.9664  
"28-FEB-2019",14280,75.5833,5.35041,34.9693  
"28-FEB-2019",14280,75.6667,5.35041,34.9725  
"28-FEB-2019",14280,75.75,5.35041,34.9751  
"28-FEB-2019",14280,75.8333,5.35041,34.9773  
"28-FEB-2019",14280,75.9167,5.35041,34.9772  
"28-FEB-2019",14280,76,5.35041,34.9762  
"28-FEB-2019",14280,76.0833,5.35041,34.9724  
"28-FEB-2019",14280,76.1667,5.35041,34.9644  
"28-FEB-2019",14280,76.25,5.35041,34.9535  
"28-FEB-2019",14280,76.3333,5.35041,34.9428  
"28-FEB-2019",14280,76.4167,5.35041,34.9316  
"28-FEB-2019",14280,76.5,5.35041,34.922  
"28-FEB-2019",14280,76.5833,5.35041,34.9149  
"28-FEB-2019",14280,76.6667,5.35041,34.9069  
"28-FEB-2019",14280,76.75,5.35041,34.9014  
"28-FEB-2019",14280,76.8333,5.35041,34.8937  
"28-FEB-2019",14280,76.9167,5.35041,34.8892  
"28-FEB-2019",14280,77,5.35041,34.8829  
"28-FEB-2019",14280,77.0833,5.35041,34.8806  
"28-FEB-2019",14280,77.1667,5.35041,34.8756  
"28-FEB-2019",14280,77.25,5.35041,34.871  
"28-FEB-2019",14280,77.3333,5.35041,34.8662  
"28-FEB-2019",14280,77.4167,5.35041,34.8593  
"28-FEB-2019",14280,77.5,5.35041,34.8543  
"28-FEB-2019",14280,77.5833,5.35041,34.8472  
"28-FEB-2019",14280,77.6667,5.35041,34.8417  
"28-FEB-2019",14280,77.75,5.35041,34.8354  
"28-FEB-2019",14280,77.8333,5.35041,34.8294  
"28-FEB-2019",14280,77.9167,5.35041,34.8224  
"28-FEB-2019",14280,78,5.35041,34.8167  
"28-FEB-2019",14280,78.0833,5.35041,34.8113  
"28-FEB-2019",14280,78.1667,5.35041,34.805  
"28-FEB-2019",14280,78.25,5.35041,34.8004  
"28-FEB-2019",14280,78.3333,5.35041,34.793  
"28-FEB-2019",14280,78.4167,5.35041,34.7838  
"28-FEB-2019",14280,78.5,5.35041,34.7743  
"28-FEB-2019",14280,78.5833,5.35041,34.7615  
"28-FEB-2019",14280,78.6667,5.35041,34.747  
"28-FEB-2019",14280,78.75,5.35041,34.732  
"28-FEB-2019",14280,78.8333,5.35041,34.7192  
"28-FEB-2019",14280,78.9167,5.35041,34.7081  
"28-FEB-2019",14280,79,5.35041,34.7002  
"28-FEB-2019",14280,79.0833,5.35041,34.6916  
"28-FEB-2019",14280,79.1667,5.35041,34.6839  
"28-FEB-2019",14280,79.25,5.35041,34.6779  
"28-FEB-2019",14280,79.3333,5.35041,34.6729  
"28-FEB-2019",14280,79.4167,5.35041,34.6696  
"28-FEB-2019",14280,79.5,5.35041,34.6646  
"28-FEB-2019",14280,79.5833,5.35041,34.6595  
"28-FEB-2019",14280,79.6667,5.35041,34.6514  
