DATETIME,TIME,LON,LAT,NO3
"""29-JAN-2019""",14250,83.9167,5.26743,0.0344951
"""29-JAN-2019""",14250,84,5.26743,0.0337158
"""29-JAN-2019""",14250,84.0833,5.26743,0.0328547
"""29-JAN-2019""",14250,84.1667,5.26743,0.0334372
"""29-JAN-2019""",14250,84.25,5.26743,0.0331865
"""29-JAN-2019""",14250,84.3333,5.26743,0.0329766
"""29-JAN-2019""",14250,84.4167,5.26743,0.0328147
"""29-JAN-2019""",14250,84.5,5.26743,0.0314105
"""29-JAN-2019""",14250,84.5833,5.26743,0.0318055
"""29-JAN-2019""",14250,84.6667,5.26743,0.0312028
"""29-JAN-2019""",14250,84.75,5.26743,0.0321819
"""29-JAN-2019""",14250,84.8333,5.26743,0.0314091
"""29-JAN-2019""",14250,84.9167,5.26743,0.0314851
"""29-JAN-2019""",14250,85,5.26743,0.0297659
"""29-JAN-2019""",14250,85.0833,5.26743,0.0302624
"""29-JAN-2019""",14250,85.1667,5.26743,0.0293329
"""29-JAN-2019""",14250,85.25,5.26743,0.0300434
"""29-JAN-2019""",14250,85.3333,5.26743,0.0296427
"""29-JAN-2019""",14250,85.4167,5.26743,0.029764
"""29-JAN-2019""",14250,85.5,5.26743,0.0298725
"""29-JAN-2019""",14250,85.5833,5.26743,0.029822
"""29-JAN-2019""",14250,85.6667,5.26743,0.0299044
"""29-JAN-2019""",14250,85.75,5.26743,0.0297735
"""29-JAN-2019""",14250,85.8333,5.26743,0.0302151
"""29-JAN-2019""",14250,85.9167,5.26743,0.030498
"""29-JAN-2019""",14250,86,5.26743,0.0306466
"""29-JAN-2019""",14250,86.0833,5.26743,0.0306189
"""29-JAN-2019""",14250,86.1667,5.26743,0.030782
"""29-JAN-2019""",14250,86.25,5.26743,0.0310567
"""29-JAN-2019""",14250,86.3333,5.26743,0.0312429
"""29-JAN-2019""",14250,86.4167,5.26743,0.0312713
"""29-JAN-2019""",14250,86.5,5.26743,0.0320302
"""29-JAN-2019""",14250,86.5833,5.26743,0.0313517
"""29-JAN-2019""",14250,86.6667,5.26743,0.031833
"""29-JAN-2019""",14250,86.75,5.26743,0.031788
"""29-JAN-2019""",14250,86.8333,5.26743,0.0330435
"""29-JAN-2019""",14250,86.9167,5.26743,0.0339809
"""29-JAN-2019""",14250,87,5.26743,0.0351254
"""29-JAN-2019""",14250,87.0833,5.26743,0.0370555
"""29-JAN-2019""",14250,87.1667,5.26743,0.0377462
"""29-JAN-2019""",14250,87.25,5.26743,0.0387673
