DATETIME,TIME,LON,LAT,SST
"""29-JAN-2019""",14250,66.6667,5.35041,28.8304
"""29-JAN-2019""",14250,66.75,5.35041,28.8367
"""29-JAN-2019""",14250,66.8333,5.35041,28.8418
"""29-JAN-2019""",14250,66.9167,5.35041,28.847
"""29-JAN-2019""",14250,67,5.35041,28.8496
"""29-JAN-2019""",14250,67.0833,5.35041,28.8508
"""29-JAN-2019""",14250,67.1667,5.35041,28.8517
"""29-JAN-2019""",14250,67.25,5.35041,28.8547
"""29-JAN-2019""",14250,67.3333,5.35041,28.8565
"""29-JAN-2019""",14250,67.4167,5.35041,28.861
"""29-JAN-2019""",14250,67.5,5.35041,28.8637
"""29-JAN-2019""",14250,67.5833,5.35041,28.8645
"""29-JAN-2019""",14250,67.6667,5.35041,28.8653
"""29-JAN-2019""",14250,67.75,5.35041,28.8661
"""29-JAN-2019""",14250,67.8333,5.35041,28.8655
"""29-JAN-2019""",14250,67.9167,5.35041,28.8642
"""29-JAN-2019""",14250,68,5.35041,28.8609
"""29-JAN-2019""",14250,68.0833,5.35041,28.8579
"""29-JAN-2019""",14250,68.1667,5.35041,28.8553
"""29-JAN-2019""",14250,68.25,5.35041,28.8529
"""29-JAN-2019""",14250,68.3333,5.35041,28.8519
"""29-JAN-2019""",14250,68.4167,5.35041,28.8545
"""29-JAN-2019""",14250,68.5,5.35041,28.8601
"""29-JAN-2019""",14250,68.5833,5.35041,28.8649
"""29-JAN-2019""",14250,68.6667,5.35041,28.8706
"""29-JAN-2019""",14250,68.75,5.35041,28.8722
"""29-JAN-2019""",14250,68.8333,5.35041,28.8769
"""29-JAN-2019""",14250,68.9167,5.35041,28.8804
"""29-JAN-2019""",14250,69,5.35041,28.8816
"""29-JAN-2019""",14250,69.0833,5.35041,28.8814
"""29-JAN-2019""",14250,69.1667,5.35041,28.8797
"""29-JAN-2019""",14250,69.25,5.35041,28.8754
"""29-JAN-2019""",14250,69.3333,5.35041,28.8718
"""29-JAN-2019""",14250,69.4167,5.35041,28.8714
"""29-JAN-2019""",14250,69.5,5.35041,28.8714
"""29-JAN-2019""",14250,69.5833,5.35041,28.8685
"""29-JAN-2019""",14250,69.6667,5.35041,28.8684
"""29-JAN-2019""",14250,69.75,5.35041,28.8647
"""29-JAN-2019""",14250,69.8333,5.35041,28.8614
"""29-JAN-2019""",14250,69.9167,5.35041,28.8544
"""29-JAN-2019""",14250,70,5.35041,28.8472
"""29-JAN-2019""",14250,70.0833,5.35041,28.8397
"""29-JAN-2019""",14250,70.1667,5.35041,28.8319
"""29-JAN-2019""",14250,70.25,5.35041,28.8262
"""29-JAN-2019""",14250,70.3333,5.35041,28.8235
"""29-JAN-2019""",14250,70.4167,5.35041,28.8213
"""29-JAN-2019""",14250,70.5,5.35041,28.8201
"""29-JAN-2019""",14250,70.5833,5.35041,28.8199
"""29-JAN-2019""",14250,70.6667,5.35041,28.8196
"""29-JAN-2019""",14250,70.75,5.35041,28.8195
"""29-JAN-2019""",14250,70.8333,5.35041,28.8174
"""29-JAN-2019""",14250,70.9167,5.35041,28.8167
"""29-JAN-2019""",14250,71,5.35041,28.8143
"""29-JAN-2019""",14250,71.0833,5.35041,28.8122
"""29-JAN-2019""",14250,71.1667,5.35041,28.8125
"""29-JAN-2019""",14250,71.25,5.35041,28.8114
"""29-JAN-2019""",14250,71.3333,5.35041,28.812
"""29-JAN-2019""",14250,71.4167,5.35041,28.8133
"""29-JAN-2019""",14250,71.5,5.35041,28.8072
"""29-JAN-2019""",14250,71.5833,5.35041,28.8045
"""29-JAN-2019""",14250,71.6667,5.35041,28.8004
"""29-JAN-2019""",14250,71.75,5.35041,28.8016
"""29-JAN-2019""",14250,71.8333,5.35041,28.8062
"""29-JAN-2019""",14250,71.9167,5.35041,28.8167
"""29-JAN-2019""",14250,72,5.35041,28.8227
"""29-JAN-2019""",14250,72.0833,5.35041,28.8227
"""29-JAN-2019""",14250,72.1667,5.35041,28.8188
"""29-JAN-2019""",14250,72.25,5.35041,28.8119
"""29-JAN-2019""",14250,72.3333,5.35041,28.8054
"""29-JAN-2019""",14250,72.4167,5.35041,28.8063
"""29-JAN-2019""",14250,72.5,5.35041,28.8127
"""29-JAN-2019""",14250,72.5833,5.35041,28.8236
"""29-JAN-2019""",14250,72.6667,5.35041,28.8251
"""29-JAN-2019""",14250,72.75,5.35041,28.8289
"""29-JAN-2019""",14250,72.8333,5.35041,28.7975
"""29-JAN-2019""",14250,72.9167,5.35041,28.7114
"""29-JAN-2019""",14250,73,5.35041,28.723
"""29-JAN-2019""",14250,73.0833,5.35041,28.7315
"""29-JAN-2019""",14250,73.1667,5.35041,28.7026
"""29-JAN-2019""",14250,73.25,5.35041,28.7111
"""29-JAN-2019""",14250,73.3333,5.35041,28.6874
"""29-JAN-2019""",14250,73.4167,5.35041,28.6939
"""29-JAN-2019""",14250,73.5,5.35041,28.6683
"""29-JAN-2019""",14250,73.5833,5.35041,28.6676
"""29-JAN-2019""",14250,73.6667,5.35041,28.6466
"""29-JAN-2019""",14250,73.75,5.35041,28.6385
"""29-JAN-2019""",14250,73.8333,5.35041,28.6254
"""29-JAN-2019""",14250,73.9167,5.35041,28.6121
"""29-JAN-2019""",14250,74,5.35041,28.599
"""29-JAN-2019""",14250,74.0833,5.35041,28.5916
"""29-JAN-2019""",14250,74.1667,5.35041,28.579
"""29-JAN-2019""",14250,74.25,5.35041,28.5711
"""29-JAN-2019""",14250,74.3333,5.35041,28.5563
"""29-JAN-2019""",14250,74.4167,5.35041,28.5479
"""29-JAN-2019""",14250,74.5,5.35041,28.5341
"""29-JAN-2019""",14250,74.5833,5.35041,28.523
"""29-JAN-2019""",14250,74.6667,5.35041,28.5045
"""29-JAN-2019""",14250,74.75,5.35041,28.4858
"""29-JAN-2019""",14250,74.8333,5.35041,28.4636
"""29-JAN-2019""",14250,74.9167,5.35041,28.4373
"""29-JAN-2019""",14250,75,5.35041,28.4217
"""29-JAN-2019""",14250,75.0833,5.35041,28.391
"""29-JAN-2019""",14250,75.1667,5.35041,28.3759
"""29-JAN-2019""",14250,75.25,5.35041,28.337
"""29-JAN-2019""",14250,75.3333,5.35041,28.3177
"""29-JAN-2019""",14250,75.4167,5.35041,28.2769
"""29-JAN-2019""",14250,75.5,5.35041,28.264
"""29-JAN-2019""",14250,75.5833,5.35041,28.2333
"""29-JAN-2019""",14250,75.6667,5.35041,28.2284
"""29-JAN-2019""",14250,75.75,5.35041,28.2074
"""29-JAN-2019""",14250,75.8333,5.35041,28.2053
"""29-JAN-2019""",14250,75.9167,5.35041,28.1954
"""29-JAN-2019""",14250,76,5.35041,28.2043
"""29-JAN-2019""",14250,76.0833,5.35041,28.2138
"""29-JAN-2019""",14250,76.1667,5.35041,28.2331
"""29-JAN-2019""",14250,76.25,5.35041,28.2527
"""29-JAN-2019""",14250,76.3333,5.35041,28.2732
"""29-JAN-2019""",14250,76.4167,5.35041,28.2961
"""29-JAN-2019""",14250,76.5,5.35041,28.3224
"""29-JAN-2019""",14250,76.5833,5.35041,28.3485
"""29-JAN-2019""",14250,76.6667,5.35041,28.374
"""29-JAN-2019""",14250,76.75,5.35041,28.3963
"""29-JAN-2019""",14250,76.8333,5.35041,28.4187
"""29-JAN-2019""",14250,76.9167,5.35041,28.4329
"""29-JAN-2019""",14250,77,5.35041,28.4466
"""29-JAN-2019""",14250,77.0833,5.35041,28.4575
"""29-JAN-2019""",14250,77.1667,5.35041,28.4662
"""29-JAN-2019""",14250,77.25,5.35041,28.4755
"""29-JAN-2019""",14250,77.3333,5.35041,28.4884
"""29-JAN-2019""",14250,77.4167,5.35041,28.5022
"""29-JAN-2019""",14250,77.5,5.35041,28.5178
"""29-JAN-2019""",14250,77.5833,5.35041,28.5289
"""29-JAN-2019""",14250,77.6667,5.35041,28.5385
"""29-JAN-2019""",14250,77.75,5.35041,28.5454
"""29-JAN-2019""",14250,77.8333,5.35041,28.5506
"""29-JAN-2019""",14250,77.9167,5.35041,28.5526
"""29-JAN-2019""",14250,78,5.35041,28.5554
"""29-JAN-2019""",14250,78.0833,5.35041,28.5569
"""29-JAN-2019""",14250,78.1667,5.35041,28.5628
"""29-JAN-2019""",14250,78.25,5.35041,28.578
"""29-JAN-2019""",14250,78.3333,5.35041,28.5968
"""29-JAN-2019""",14250,78.4167,5.35041,28.6196
"""29-JAN-2019""",14250,78.5,5.35041,28.6353
"""29-JAN-2019""",14250,78.5833,5.35041,28.6436
"""29-JAN-2019""",14250,78.6667,5.35041,28.6532
"""29-JAN-2019""",14250,78.75,5.35041,28.6621
"""29-JAN-2019""",14250,78.8333,5.35041,28.674
"""29-JAN-2019""",14250,78.9167,5.35041,28.685
"""29-JAN-2019""",14250,79,5.35041,28.7025
"""29-JAN-2019""",14250,79.0833,5.35041,28.7152
"""29-JAN-2019""",14250,79.1667,5.35041,28.7312
"""29-JAN-2019""",14250,79.25,5.35041,28.7411
"""29-JAN-2019""",14250,79.3333,5.35041,28.7496
"""29-JAN-2019""",14250,79.4167,5.35041,28.7507
"""29-JAN-2019""",14250,79.5,5.35041,28.7532
"""29-JAN-2019""",14250,79.5833,5.35041,28.7512
"""29-JAN-2019""",14250,79.6667,5.35041,28.7497
"""29-JAN-2019""",14250,79.75,5.35041,28.744
"""29-JAN-2019""",14250,79.8333,5.35041,28.736
